symbol,day,pnl,win,tt,near_high,pocket,dryup,dist25,rs_newhi,mkt_a10,mkt_a21,mkt_dist25
RKLB.US,2025-11-07,3.289869326740501,1,6,-28.381694817381252,0,0,0,0,0,0,1
RKLB.US,2025-11-10,-1.1703658568511006,0,6,-25.45113324671574,1,0,0,0,0,0,2
RKLB.US,2025-11-13,-0.4679247359154833,0,6,-27.861989317164713,0,0,1,0,1,1,2
RKLB.US,2025-11-24,-0.914608015902352,0,5,-41.82185650353688,0,0,1,0,0,0,3
RKLB.US,2025-11-26,-0.5244837408022778,0,6,-38.50151580770896,0,1,1,0,1,1,3
RKLB.US,2025-12-02,-0.572056030389359,0,5,-41.72080265627256,0,0,1,0,1,1,3
RKLB.US,2025-12-03,1.7885717288859249,1,5,-39.51205428035224,0,0,1,0,1,1,3
RKLB.US,2025-12-04,-1.041266690446959,0,6,-35.44102786198932,0,0,1,0,1,1,3
RKLB.US,2025-12-08,1.933752123438821,1,6,-29.182907463548435,0,0,1,0,1,1,3
RKLB.US,2025-12-09,1.9371679702478917,1,6,-25.566623357874974,1,0,1,0,1,1,3
RKLB.US,2025-12-11,0.9029636103607204,1,7,-16.962610076512185,1,0,1,0,1,1,3
RKLB.US,2025-12-18,0.167318949657145,1,6,-22.10192002309802,0,0,2,0,0,0,2
RKLB.US,2026-01-05,2.026035271064674,1,8,-2.01160541586074,0,0,2,0,0,0,0
RKLB.US,2026-01-12,1.3591107316735656,1,8,-1.3716145530628943,0,0,2,0,1,1,0
RKLB.US,2026-01-13,-1.2755854884940794,0,8,0.0,0,0,2,1,1,1,0
RKLB.US,2026-01-27,0.5858877964141153,1,7,-16.42782969885773,0,0,0,0,1,1,1
RKLB.US,2026-01-28,-1.821530753241053,0,8,-9.657320872274145,0,1,0,0,1,1,1
RKLB.US,2026-01-29,-1.290261677199969,0,8,-8.026998961578402,0,1,0,0,1,1,1
RKLB.US,2026-02-03,2.8689601416891137,1,7,-23.001038421599162,0,0,0,0,1,1,2
RKLB.US,2026-02-06,1.1953520929581285,1,6,-31.1318795430945,0,0,0,0,0,0,5
RKLB.US,2026-02-17,-1.379827598368308,0,6,-29.96884735202492,0,1,0,0,0,0,6
RKLB.US,2026-02-19,0.8507826499420368,1,6,-22.72066458982347,0,0,0,0,0,0,6
RKLB.US,2026-02-23,-1.0000132432483304,0,6,-26.417445482866043,0,0,0,0,1,0,6
RKLB.US,2026-02-24,0.5825039551272917,1,6,-27.09241952232607,0,0,0,0,0,0,6
RKLB.US,2026-03-02,-1.5903787048598332,0,6,-28.24506749740395,0,0,0,0,0,0,6
RKLB.US,2026-03-05,0.6835515901568694,1,6,-25.32710280373832,0,0,0,0,1,1,7
RKLB.US,2026-03-09,1.3681328036322504,1,6,-27.196261682242984,0,0,0,0,0,0,8
RKLB.US,2026-03-16,2.01763762352079,1,6,-28.961578400830735,0,0,0,0,0,0,5
RKLB.US,2026-03-23,-0.4161172161172041,0,6,-30.186915887850464,0,0,2,0,0,0,4
RKLB.US,2026-03-31,-0.2674176507147351,0,5,-40.415368639667705,0,0,2,0,0,0,4
RKLB.US,2026-04-02,1.5543579357936033,1,6,-31.96261682242991,0,0,2,0,1,0,4
RKLB.US,2026-04-06,-1.0776695479209617,0,6,-29.667705088265826,0,0,2,0,1,0,3
RKLB.US,2026-04-14,-0.1053279822861886,0,7,-26.66666666666666,0,0,2,0,1,1,0
RKLB.US,2026-04-16,1.114406831351034,1,7,-23.572170301142272,0,0,2,0,1,1,0
RKLB.US,2026-04-20,1.0570411392404933,1,8,-11.94184839044652,1,0,2,1,1,1,0
RKLB.US,2026-04-22,0.4184110689578306,1,8,-10.031152647975073,0,0,2,0,1,1,0
RKLB.US,2026-04-27,1.945384687982752,1,7,-17.258566978193134,0,0,1,0,1,1,0
RKLB.US,2026-04-29,1.2381509731719982,1,7,-18.39044652128764,0,1,0,0,1,1,0
OKLO.US,2025-02-10,-3.433394534661921,0,8,0.0,0,0,1,1,0,1,1
OKLO.US,2025-04-03,0.2247136967476076,1,5,-59.09172823932241,0,0,0,0,0,0,5
OKLO.US,2025-04-16,-3.14401076716015,0,5,-58.55109028653811,0,1,0,0,1,0,4
