symbol,day,pnl,win,tt,near_high,pocket,dryup,dist25,rs_newhi,mkt_a10,mkt_a21,mkt_dist25
OKLO.US,2025-05-06,7.2519245875883795,1,5,-54.09983780861417,0,1,0,0,1,1,4
OKLO.US,2025-07-03,0.3047636839155586,1,7,-24.547993532265178,0,1,1,0,1,1,0
OKLO.US,2025-07-10,1.7295796622613977,1,7,-20.726150227840655,0,1,1,0,1,1,0
OKLO.US,2025-07-14,7.781824109975329,1,7,-17.565779803028082,0,0,1,0,1,1,0
OKLO.US,2025-07-18,-1.955917542321244,0,8,-1.2641481699250279,0,0,1,0,1,1,0
OKLO.US,2025-08-22,5.587763380783973,1,7,-20.09751456772506,0,0,0,0,0,0,3
OKLO.US,2025-08-25,-0.4833496503496545,0,7,-16.303960042811283,0,0,0,0,1,1,3
OKLO.US,2025-08-27,-1.8533771547387368,0,8,-11.63039600428113,1,0,0,0,1,1,3
OKLO.US,2025-10-01,2.369498188885956,1,7,-21.74553101997898,0,0,1,0,1,1,2
OKLO.US,2025-10-02,4.577160699417162,1,7,-18.731160182264283,0,0,1,0,1,1,2
OKLO.US,2025-10-08,-3.873224043715849,0,8,-5.979670522257274,0,0,1,0,1,1,1
OKLO.US,2025-11-26,-0.8590402933679189,0,6,-50.74652578385207,0,0,0,0,1,1,3
OKLO.US,2025-12-01,-1.7924642897311798,0,6,-47.52497990122889,0,1,0,0,1,1,3
OKLO.US,2025-12-10,-2.284062196307098,0,6,-40.318134834041565,0,1,0,0,1,1,3
OKLO.US,2026-01-06,-0.2482513832341654,0,5,-48.696451131273676,1,0,0,0,1,1,0
OKLO.US,2026-01-08,-2.5592910793291344,0,6,-43.9531411507982,1,0,0,0,1,1,0
OKLO.US,2026-01-28,6.827552171460839,1,4,-51.033651085333645,0,0,0,0,1,1,1
OKLO.US,2026-02-13,1.1245783726338754,1,3,-63.29390145859652,0,1,0,0,0,0,6
OKLO.US,2026-03-03,0.354270758981674,1,3,-62.857471000344546,0,0,0,0,0,0,6
OKLO.US,2026-03-04,0.424204162840526,1,3,-63.649936832433674,0,0,0,0,0,0,7
OKLO.US,2026-03-10,-1.8903492063491925,0,3,-64.52279774893763,0,0,0,0,1,0,8
OKLO.US,2026-03-11,-3.0248897637795187,0,3,-64.75249799012288,0,0,0,0,1,0,8
OKLO.US,2026-04-22,6.30698443008226,1,3,-64.04616974847823,0,0,2,0,1,1,0
INTC.US,2025-01-31,-1.7831025022671791,0,0,-56.19047619047619,1,0,0,0,1,1,1
INTC.US,2025-02-04,0.066048604112113,1,0,-57.56978653530378,0,0,1,0,0,0,1
INTC.US,2025-02-06,-1.4676080963030194,0,0,-56.97865353037768,0,0,1,0,1,1,1
INTC.US,2025-02-10,1.5958841566870874,1,0,-58.18281335522715,0,0,1,0,0,1,1
INTC.US,2025-02-11,2.9184007848691804,1,0,-56.7159277504105,0,0,1,0,1,1,1
INTC.US,2025-02-13,2.147896347177911,1,1,-50.782703886152156,1,0,1,0,1,1,1
INTC.US,2025-02-14,-1.4829311728500436,0,3,-47.170224411603726,1,0,1,0,1,1,1
INTC.US,2025-02-18,7.684469453584917,1,2,-48.33059660645866,0,0,2,0,1,1,1
INTC.US,2025-02-20,-0.7444664764391771,0,4,-43.68910782703887,0,0,2,0,1,1,1
INTC.US,2025-02-21,-0.523092323687958,0,4,-42.87903667214012,0,0,2,0,1,1,1
INTC.US,2025-02-24,-1.359279421535214,0,4,-45.55008210180623,0,0,2,0,0,0,2
INTC.US,2025-02-26,0.2837889633928327,1,2,-49.66611932129174,0,0,2,0,0,0,3
INTC.US,2025-02-27,-1.6375131901603068,0,2,-48.50574712643678,0,1,2,0,0,0,3
INTC.US,2025-03-07,-2.224455679361853,0,0,-54.57033388067871,0,0,2,0,0,0,5
INTC.US,2025-03-10,-0.8359523578092892,0,0,-54.8111658456486,0,1,2,0,0,0,5
INTC.US,2025-03-13,-1.2664226685656232,0,0,-53.81248045740832,0,0,1,0,0,0,7
INTC.US,2025-03-14,-2.0254846669929227,0,3,-47.06749452807433,1,0,1,0,0,0,7
INTC.US,2025-03-17,0.9016034542194468,1,4,-45.41658155738635,0,0,1,0,0,0,7
INTC.US,2025-03-20,0.1927667392758431,1,4,-45.257710900796624,0,0,1,0,0,0,7
INTC.US,2025-03-21,2.23898807820306,1,4,-45.62084383014457,0,1,1,0,0,0,7
INTC.US,2025-03-25,-1.145487178430063,0,5,-45.03075281995416,0,1,0,0,1,1,7
INTC.US,2025-03-26,-0.6135221511185424,0,5,-45.07614443612265,0,1,0,0,1,1,7
INTC.US,2025-03-28,-0.6124770022000494,0,4,-46.39250130500896,0,1,0,0,0,0,7
INTC.US,2025-04-03,-2.4120272585979934,0,1,-49.4561593119783,0,1,0,0,0,0,5
INTC.US,2025-04-10,-1.134311245533017,0,1,-43.245024383814425,1,0,1,0,1,1,6
INTC.US,2025-04-15,-1.2047674860038482,0,1,-43.482858414959935,0,0,1,0,1,0,5
INTC.US,2025-04-22,1.7514996091095831,1,1,-45.78105214688615,0,1,1,0,0,0,4
INTC.US,2025-04-24,1.838246476116817,1,1,-40.74479106711178,0,0,1,0,1,0,4
INTC.US,2025-04-25,0.7543260562877645,1,1,-38.15471394037067,0,0,1,0,1,1,4
INTC.US,2025-04-28,0.6855049133909832,1,1,-42.298837343156436,0,0,1,0,1,1,4
INTC.US,2025-04-29,-0.6130097093786034,0,1,-40.975020145044304,0,0,1,0,1,1,4
INTC.US,2025-04-30,-1.4326212177072473,0,1,-41.2987012987013,0,1,1,0,1,1,4
INTC.US,2025-05-02,-1.0285708417806765,0,0,-42.33766233766233,0,1,1,0,1,1,4
INTC.US,2025-05-05,-0.7101384563032234,0,0,-40.490620490620486,0,1,1,0,1,1,4
INTC.US,2025-05-06,-1.3921894774005967,0,0,-41.500721500721504,0,1,1,0,1,1,4
INTC.US,2025-05-08,-0.5981454772494944,0,0,-41.38528138528139,0,1,1,0,1,1,4
INTC.US,2025-05-12,-0.1900312242435982,0,0,-38.18181818181817,0,1,1,0,1,1,3
INTC.US,2025-05-13,0.1441958425364201,1,3,-35.98845598845599,1,0,0,0,1,1,2
INTC.US,2025-05-14,-0.6575524472637423,0,4,-34.891774891774894,1,0,0,0,1,1,2
INTC.US,2025-05-15,1.09631730272456,1,2,-37.89321789321789,0,0,0,0,1,1,1
INTC.US,2025-05-21,-0.8220964620956496,0,1,-38.61471861471861,0,1,0,0,1,1,0
INTC.US,2025-06-02,-0.6637779109418986,0,1,-43.57864357864357,0,0,1,0,1,1,0
INTC.US,2025-06-04,-0.7107353635483391,0,1,-41.44300144300145,0,0,1,0,1,1,0
INTC.US,2025-06-05,-1.3182433173656969,0,1,-41.55844155844156,0,0,1,0,1,1,0
INTC.US,2025-06-06,-1.179420113126129,0,0,-42.308802308802306,0,0,1,0,1,1,0
INTC.US,2025-06-09,-1.209414607037382,0,0,-42.106782106782106,0,0,1,0,1,1,0
INTC.US,2025-06-10,-0.4358876168913814,0,0,-40.894660894660895,0,0,1,0,1,1,0
INTC.US,2025-06-12,0.7684929328837649,1,1,-40.317460317460316,0,0,2,0,1,1,0
INTC.US,2025-06-13,-0.7347010756596442,0,1,-40.05772005772006,0,0,2,0,1,1,0
INTC.US,2025-06-17,-0.2916967619836897,0,1,-40.144300144300146,0,0,2,0,1,1,0
INTC.US,2025-06-20,-0.7661034968834145,0,3,-37.97979797979798,0,0,2,0,0,1,0
INTC.US,2025-06-23,-1.0627854854894858,0,2,-39.16305916305917,0,0,3,0,0,1,0
INTC.US,2025-06-24,4.56004302327835,1,2,-38.845598845598836,0,0,3,0,1,1,0
INTC.US,2025-06-25,-0.9142927985225126,0,4,-34.92063492063492,0,0,3,0,1,1,0
INTC.US,2025-06-26,-0.255835078448284,0,4,-35.930735930735935,0,0,3,0,1,1,0
INTC.US,2025-07-01,1.5940247420461766,1,4,-35.35353535353536,0,0,3,0,1,1,0
INTC.US,2025-07-02,-0.232854747792396,0,5,-34.054834054834046,0,0,3,0,1,1,0
INTC.US,2025-07-03,1.39230668974373,1,4,-36.85425685425685,0,0,3,0,1,1,0
INTC.US,2025-07-07,-0.3470605601179466,0,4,-35.0937950937951,0,1,3,0,1,1,0
INTC.US,2025-07-08,3.632529897553984,1,4,-36.5079365079365,0,0,3,0,1,1,0
INTC.US,2025-07-09,-0.8260299093719439,0,5,-31.919191919191913,0,0,2,0,1,1,0
INTC.US,2025-07-15,-0.5644050333244168,0,6,-32.75613275613275,0,1,2,0,1,1,0
INTC.US,2025-07-17,0.2518107143611457,1,6,-34.51659451659451,0,0,2,0,1,1,0
INTC.US,2025-07-18,-1.399566797961635,0,6,-34.19913419913419,0,1,2,0,1,1,0
INTC.US,2025-07-21,-1.527394363934994,0,6,-33.33333333333333,0,0,1,0,1,1,0
INTC.US,2025-07-22,-1.1017213816816656,0,6,-32.871572871572866,0,0,1,0,1,1,0
INTC.US,2025-07-25,-1.0399022442940171,0,5,-30.88388003176348,0,0,2,0,1,1,0
INTC.US,2025-07-28,-1.7384343245538871,0,2,-34.285714285714285,0,0,3,0,1,1,0
INTC.US,2025-07-29,-0.5095739636211725,0,2,-33.61581920903956,0,0,2,0,1,1,0
INTC.US,2025-07-30,-0.775377183240647,0,2,-34.482537236774526,0,0,2,0,1,1,0
INTC.US,2025-08-05,2.0223575617350726,1,1,-32.44881698825649,0,0,2,0,1,1,2
INTC.US,2025-08-07,-1.653567193199235,0,1,-25.48375319459657,0,0,2,0,1,1,2
INTC.US,2025-08-11,-0.9156564849179644,0,1,-27.163198247535604,0,0,3,0,1,1,2
INTC.US,2025-08-14,8.133819151469565,1,4,-18.87550200803213,0,0,3,0,1,1,2
INTC.US,2025-08-19,4.683771442291528,1,6,-13.618108798831695,0,0,4,0,1,1,2
INTC.US,2025-08-22,3.922870779375419,1,6,-14.202263599853959,0,0,4,0,0,0,3
INTC.US,2025-08-28,-0.5550391637347954,0,6,-9.273457466228551,0,1,4,0,1,1,3
INTC.US,2025-08-29,-1.0819164139093835,0,7,-8.981380065717415,0,1,3,0,1,1,3
INTC.US,2025-09-09,-0.9095128286747874,0,8,-10.624315443592547,0,1,2,0,1,1,2
INTC.US,2025-09-10,-1.874158783373186,0,8,-10.770354143848115,0,1,2,0,1,1,2
INTC.US,2025-09-11,-0.7109595049569885,0,8,-9.56553486673969,0,1,2,0,1,1,2
INTC.US,2025-09-15,1.6858121175697338,1,8,-12.084702446148231,0,1,1,0,1,1,2
INTC.US,2025-09-16,-1.1372508633861842,0,8,-9.56553486673969,1,0,1,0,1,1,2
INTC.US,2025-09-23,0.2005834222229864,1,8,-5.920837422309444,0,0,2,0,1,1,2
INTC.US,2025-09-24,4.555131083469339,1,8,-4.023552502453387,0,0,1,0,1,1,2
INTC.US,2025-10-01,6.193664480980438,1,8,-5.4929577464788775,0,0,1,0,1,1,2
INTC.US,2025-10-02,-1.2081036575444897,0,8,0.0,0,0,1,1,1,1,2
INTC.US,2025-10-03,-0.8894656991841398,0,8,0.0,0,0,1,1,1,1,2
INTC.US,2025-10-06,-1.9328574888901848,0,8,-1.2600536193029477,0,0,1,0,1,1,2
INTC.US,2025-10-07,-1.7627570629431513,0,8,-1.9034852546916725,0,0,1,0,1,1,2
INTC.US,2025-10-10,-2.532827954363756,0,8,0.0,0,1,1,1,1,1,1
INTC.US,2025-10-13,-0.536671554932915,0,8,-3.783068783068788,0,0,1,0,0,0,2
INTC.US,2025-10-15,-0.7858882972685379,0,8,-5.7407407407407245,0,0,1,0,0,1,2
INTC.US,2025-10-20,-0.3092743832379169,0,8,-2.0899470899470862,0,0,1,0,1,1,2
INTC.US,2025-10-23,4.015986549699245,1,8,-3.147953830010486,0,0,1,0,1,1,2
INTC.US,2025-10-24,-0.8462153385458476,0,8,0.0,0,0,1,1,1,1,2
INTC.US,2025-10-27,-0.3016664307926782,0,8,0.0,1,0,0,0,1,1,2
INTC.US,2025-10-28,2.5166561764830595,1,8,0.0,1,0,0,1,1,1,2
INTC.US,2025-11-07,-1.7506448362071398,0,8,-10.329882013002646,0,0,0,0,0,0,1
INTC.US,2025-11-10,-0.883058317137166,0,8,-8.186852877437989,0,0,0,0,0,0,2
INTC.US,2025-11-19,1.6958757501504405,1,6,-17.33686491692753,0,1,0,0,0,0,2
INTC.US,2025-11-20,-1.3603456088741068,0,6,-15.458704550927049,0,1,0,0,0,0,2
INTC.US,2025-11-21,-1.0463092905885492,0,6,-19.046472429568993,0,0,0,0,0,0,3
INTC.US,2025-11-24,-0.7840017223912741,0,6,-16.92752227305563,1,0,0,0,0,0,3
INTC.US,2025-11-25,-0.1561525847483951,0,7,-13.821333975439442,1,0,0,0,1,0,3
INTC.US,2025-11-26,0.4869747118516339,1,7,-13.725018059234294,0,0,0,0,1,1,3
INTC.US,2025-11-28,7.052735191189097,1,8,-11.365278112208044,0,0,0,0,1,1,3
INTC.US,2025-12-02,6.909285386848691,1,8,-3.6600048157958143,0,0,0,0,1,1,3
INTC.US,2025-12-05,-0.6612940768113609,0,8,-7.449725776965266,0,0,0,0,1,1,3
INTC.US,2025-12-08,-0.9528625304223244,0,8,-5.3702010968921465,0,0,0,0,1,1,3
INTC.US,2025-12-12,-1.279234230285792,0,8,-9.712065813528337,0,1,0,0,1,1,3
INTC.US,2025-12-16,-0.97301719902759,0,7,-14.282449725776969,0,0,0,0,0,0,2
INTC.US,2025-12-19,-0.5052788726004667,0,6,-17.09323583180986,0,0,0,0,0,0,2
INTC.US,2025-12-23,-1.2871245022209334,0,6,-16.88756855575868,0,1,0,0,1,1,2
INTC.US,2025-12-24,1.0457568418587977,1,6,-16.93327239488116,0,1,0,0,1,1,2
INTC.US,2025-12-29,1.1269168782519463,1,6,-17.276051188299814,0,1,0,0,1,1,1
INTC.US,2025-12-30,0.7100503802152985,1,6,-16.17915904936015,0,1,0,0,1,1,0
INTC.US,2026-01-02,2.2897547586061475,1,6,-15.676416819012795,0,0,0,0,0,0,0
INTC.US,2026-01-07,3.142144113218311,1,8,-8.50091407678245,0,0,0,0,1,1,0
INTC.US,2026-01-09,6.655274261380977,1,8,-6.055758683729429,0,0,0,0,1,1,0
INTC.US,2026-01-12,-1.2871030852286656,0,8,0.0,1,0,0,1,1,1,0
INTC.US,2026-01-15,-0.9966972655608248,0,8,0.0,1,0,0,1,0,0,0
INTC.US,2026-01-20,1.3611873545049569,1,8,-3.6124794745484357,0,0,0,0,0,1,0
INTC.US,2026-01-21,5.050934505610159,1,8,-0.3284072249589376,1,0,0,1,0,0,1
INTC.US,2026-01-27,-0.9386842771035482,0,7,-21.778350515463917,0,0,1,0,1,1,1
INTC.US,2026-01-28,1.66109184898529,1,7,-19.127393225331367,0,0,1,0,1,1,1
INTC.US,2026-01-29,-1.141877955473652,0,8,-10.198821796759939,0,0,1,0,1,1,1
INTC.US,2026-02-02,4.592909465473218,1,8,-14.451399116347574,0,0,1,0,0,0,2
INTC.US,2026-02-03,-0.7650899781153746,0,8,-10.143593519882177,0,0,1,0,1,1,2
INTC.US,2026-02-05,-1.9503359662520263,0,8,-10.530191458026506,0,0,1,0,0,0,4
INTC.US,2026-02-06,1.873483737873058,1,8,-11.19293078055964,0,0,1,0,0,0,5
INTC.US,2026-02-11,-1.3072949115773604,0,8,-13.236377025036816,0,0,1,0,0,0,5
INTC.US,2026-02-12,-0.6835514018496555,0,8,-11.10088365243005,0,0,1,0,0,0,5
INTC.US,2026-02-13,-0.92467344429024,0,8,-14.432989690721653,0,1,1,0,0,0,6
INTC.US,2026-02-17,-1.3575176439159349,0,8,-13.86229749631812,0,1,1,0,0,0,6
INTC.US,2026-02-23,-0.4303402595807115,0,7,-18.7960235640648,0,0,1,0,1,0,6
INTC.US,2026-02-27,1.1194247527811834,1,7,-16.310751104565536,0,0,1,0,1,0,6
INTC.US,2026-03-02,0.8307957822331236,1,7,-16.03460972017673,0,0,1,0,0,0,6
INTC.US,2026-03-05,0.7109981648052865,1,7,-16.08983799705449,1,0,0,0,1,1,7
INTC.US,2026-03-06,-2.337179525536549,0,7,-15.408689248895424,0,0,0,0,1,0,8
INTC.US,2026-03-09,6.398828812530834,1,6,-20.06627393225331,0,0,0,0,0,0,8
INTC.US,2026-03-10,0.4799900630205325,1,7,-16.08983799705449,0,0,0,0,1,0,8
INTC.US,2026-03-11,0.95207240524642,1,8,-13.88070692194403,1,0,0,0,1,0,8
INTC.US,2026-03-13,-0.8015711215164718,0,6,-16.697349042709863,0,0,0,0,0,0,6
INTC.US,2026-03-16,-1.2745174442481733,0,6,-15.740058910162002,0,0,0,0,0,0,5
INTC.US,2026-03-18,-0.3485138227086317,0,6,-18.888070692194404,0,0,0,0,1,0,5
INTC.US,2026-03-24,0.2641503849442158,1,6,-18.980117820324004,0,0,1,0,0,0,4
INTC.US,2026-03-31,4.866536760164175,1,6,-24.171575846833584,0,0,1,0,0,0,4
INTC.US,2026-04-01,3.320400523252608,1,6,-18.75920471281296,0,0,1,0,0,0,4
INTC.US,2026-04-02,6.664501806530254,1,8,-11.57952871870398,0,0,1,0,1,0,4
INTC.US,2026-04-06,-2.477153286722588,0,8,-7.253313696612662,0,0,1,0,1,0,3
INTC.US,2026-04-07,-2.7159285632325987,0,8,-6.516936671575846,0,0,1,1,1,1,3
INTC.US,2026-04-08,5.9192076623558805,1,8,-2.5957290132547883,1,0,1,1,1,1,3
INTC.US,2026-04-09,3.2802526709844457,1,8,0.0,1,0,1,1,1,1,2
INTC.US,2026-04-10,1.16501814028052,1,8,0.0,1,0,1,1,1,1,2
INTC.US,2026-04-13,1.2814430849001506,1,8,0.0,1,0,1,1,1,1,1
INTC.US,2026-04-16,3.794227563906509,1,8,-0.3682111077017658,0,0,1,0,1,1,0
INTC.US,2026-04-17,-1.1975940611449345,0,8,0.0,0,0,1,1,1,1,0
INTC.US,2026-04-21,-1.2871163942686903,0,8,-4.087591240875909,0,0,1,0,1,1,0
INTC.US,2026-04-23,-0.7686250582874522,0,8,-4.71532846715329,0,0,1,0,1,1,0
INTC.US,2026-04-24,-3.350964260264973,0,8,-2.510948905109489,1,0,1,0,1,1,0
INTC.US,2026-04-27,-2.720240679472046,0,8,0.0,1,0,1,1,1,1,0
INTC.US,2026-04-28,3.151292805512814,1,8,0.0,1,0,0,1,1,1,0
INTC.US,2026-04-29,7.691333240029981,1,8,-0.5530062360277643,0,0,0,1,1,1,0
INTC.US,2026-05-01,4.209874120531376,1,8,-0.28496042216358264,0,0,0,0,1,1,0
IREN.US,2025-01-30,-2.0174173949493523,0,5,-35.152696556205335,0,0,2,0,0,1,1
IREN.US,2025-02-03,10.44850245684612,1,6,-33.593242365172195,0,0,2,0,1,1,1
IREN.US,2025-02-04,-2.881284141133436,0,6,-30.604288499025344,0,0,2,0,0,0,1
IREN.US,2025-02-05,-2.4526685932396024,0,6,-30.604288499025344,0,0,2,0,1,1,1
IREN.US,2025-02-06,-4.889388144281685,0,6,-28.07017543859649,0,0,2,0,1,1,1
IREN.US,2025-02-07,-3.7910362088032015,0,6,-24.691358024691358,0,0,2,0,1,1,1
IREN.US,2025-02-10,0.3683314592703608,1,7,-18.973359324236515,0,0,2,0,0,1,1
IREN.US,2025-02-12,6.637647700599988,1,7,-19.298245614035093,0,1,2,0,1,1,1
IREN.US,2025-02-19,-1.2300410880532475,0,7,-15.724496426250811,0,0,2,0,1,1,1
IREN.US,2025-02-25,-1.916314569987721,0,5,-33.983105912930476,0,0,2,0,0,0,2
IREN.US,2025-02-26,-1.3967571067998357,0,3,-42.94996751137102,0,0,3,0,0,0,3
IREN.US,2025-02-27,-0.8937075162759172,0,3,-44.834307992202724,0,0,2,0,0,0,3
IREN.US,2025-03-13,-1.351307644716258,0,3,-54.256010396361276,0,1,1,0,0,0,7
IREN.US,2025-03-14,-2.017008553292635,0,3,-56.14035087719298,0,0,1,0,0,0,7
IREN.US,2025-03-19,5.234873419179236,1,3,-57.17998700454841,0,0,1,0,0,0,7
IREN.US,2025-03-20,0.1083197108881357,1,3,-53.216374269005854,0,0,1,0,0,0,7
IREN.US,2025-03-24,1.6851600672198843,1,3,-53.54126055880442,0,1,1,0,0,0,7
IREN.US,2025-04-02,2.4771377588899086,1,1,-56.85510071474984,1,0,0,0,0,0,5
IREN.US,2025-04-03,-2.9909482557756264,0,1,-56.07537361923327,1,0,0,0,0,0,5
IREN.US,2025-04-07,7.192024425743342,1,1,-61.403508771929815,0,0,1,0,0,0,6
IREN.US,2025-04-09,-0.3832204880546239,0,0,-65.56205328135152,0,0,1,0,0,0,6
IREN.US,2025-04-11,-2.419058327978852,0,1,-64.32748538011697,0,0,1,0,0,0,6
IREN.US,2025-04-16,2.910220972376351,1,2,-64.58739441195583,0,0,1,0,1,0,4
IREN.US,2025-04-17,-2.256066211498547,0,2,-64.45743989603639,0,0,1,0,0,0,4
IREN.US,2025-04-21,-2.20310897182987,0,2,-63.677712800519814,0,1,1,0,0,0,4
IREN.US,2025-04-22,2.262551156854005,1,2,-64.19753086419753,0,0,1,0,0,0,4
IREN.US,2025-05-02,-0.7942360865899082,0,2,-58.609486679662126,1,0,1,0,1,1,4
IREN.US,2025-05-06,5.585418672777434,1,2,-59.77907732293697,0,1,1,0,1,1,4
IREN.US,2025-05-09,-2.7884782821053884,0,3,-55.230669265756994,1,0,1,0,1,1,4
IREN.US,2025-05-12,-2.9353969879746424,0,3,-54.256010396361276,1,0,1,0,1,1,3
IREN.US,2025-05-13,-0.4199373727613893,0,3,-51.20207927225471,1,0,0,0,1,1,2
IREN.US,2025-05-16,3.980126273496932,1,3,-49.64262508122157,0,0,0,0,1,1,1
IREN.US,2025-05-21,4.483699326807219,1,3,-44.05458089668617,0,0,0,1,1,1,0
IREN.US,2025-05-22,-1.3739145305137073,0,3,-42.23521767381416,1,0,0,1,1,1,0
IREN.US,2025-06-02,-0.9924460045141004,0,3,-45.484080571799865,0,0,0,0,1,1,0
IREN.US,2025-06-04,-1.6264363573730864,0,3,-42.23521767381416,0,0,0,0,1,1,0
IREN.US,2025-06-06,4.173848904424808,1,3,-41.84535412605589,0,0,0,0,1,1,0
IREN.US,2025-06-11,1.979238329299207,1,6,-31.838856400259907,0,0,0,1,1,1,0
IREN.US,2025-06-13,-4.094389407114775,0,6,-33.91812865497076,0,0,1,0,1,1,0
IREN.US,2025-06-20,-2.3386066070606057,0,6,-36.32228719948017,0,0,1,0,0,1,0
IREN.US,2025-06-24,2.749249261287355,1,6,-30.734243014944774,0,0,1,1,1,1,0
IREN.US,2025-07-01,3.2210150013188854,1,7,-5.3281351526965555,1,0,1,1,1,1,0
IREN.US,2025-07-02,-3.8323400938287455,0,7,-1.0396361273554255,1,0,1,1,1,1,0
IREN.US,2025-07-03,-2.821187867693577,0,7,0.0,1,0,1,1,1,1,0
IREN.US,2025-07-08,-2.6030762771767058,0,7,0.0,1,0,1,1,1,1,0
IREN.US,2025-07-14,-0.646166125570304,0,8,-4.697592483852031,0,0,1,0,1,1,0
IREN.US,2025-07-16,-4.132043489968229,0,8,-2.314814814814825,0,1,1,0,1,1,0
IREN.US,2025-07-21,-2.22661420753165,0,7,-0.6094182825484684,0,0,0,0,1,1,0
IREN.US,2025-08-07,-2.7540427448337303,0,7,-3.528172722485512,0,0,0,0,1,1,2
IREN.US,2025-08-12,-2.141638772966002,0,7,-5.371248025276465,0,0,0,0,1,1,2
IREN.US,2025-08-14,2.926343405326353,1,7,-6.635071090047385,0,1,0,0,1,1,2
IREN.US,2025-08-20,-1.5477768362195583,0,7,-9.53875875392416,0,0,0,0,0,1,2
IREN.US,2025-08-21,0.7226957802622096,1,7,-4.564114948080156,0,0,0,0,0,0,3
IREN.US,2025-08-26,-0.7475302970813691,0,7,0.0,1,0,0,1,0,1,3
IREN.US,2025-08-29,-6.161931310738867,0,7,-0.34602076124568004,1,0,0,0,1,1,3
IREN.US,2025-09-02,11.463796656673594,1,7,0.0,1,0,0,1,0,1,3
IREN.US,2025-09-04,-2.260908552815779,0,7,-3.091721058055641,0,0,0,0,0,1,4
IREN.US,2025-09-10,5.400429197166128,1,8,0.0,1,0,0,1,1,1,2
IREN.US,2025-09-15,6.592962999079652,1,8,0.0,0,1,0,0,1,1,2
IREN.US,2025-09-17,-1.506216254279682,0,8,-1.8578352180936952,0,0,0,0,1,1,2
IREN.US,2025-09-19,3.3365796020474785,1,8,-4.168865435356195,0,0,0,0,1,1,2
IREN.US,2025-09-23,-2.4439479928114296,0,8,0.0,1,0,0,1,1,1,2
IREN.US,2025-09-24,3.5691303237758847,1,8,-0.31026252983292757,0,0,0,1,1,1,2
IREN.US,2025-09-25,-2.078388931924777,0,8,0.0,1,0,0,1,1,1,2
IREN.US,2025-09-29,-2.9771785239329263,0,8,-11.200678829019939,0,0,1,0,1,1,2
IREN.US,2025-09-30,2.9718722892013343,1,8,-2.566822231650401,0,0,1,0,1,1,2
IREN.US,2025-10-01,-1.4438968856378875,0,8,-0.4454815443360238,0,0,1,0,1,1,2
IREN.US,2025-10-03,-2.945852104462688,0,8,-0.2545608824777168,0,0,1,0,1,1,2
IREN.US,2025-10-06,1.875823522107918,1,8,0.0,0,0,1,1,1,1,2
IREN.US,2025-10-10,-2.5147813723799888,0,8,0.0,0,0,1,1,1,1,1
IREN.US,2025-10-15,-0.993410505479518,0,8,0.0,0,0,2,1,0,1,2
IREN.US,2025-10-17,-2.497551224387793,0,8,-11.11270845313399,0,0,2,0,0,1,2
IREN.US,2025-10-22,-1.2048353703332568,0,7,-20.65123634272571,0,0,2,0,1,1,2
IREN.US,2025-10-23,5.161910705817372,1,7,-25.48878665899943,0,0,2,0,1,1,2
IREN.US,2025-10-24,4.363280907295894,1,7,-19.695227142035655,0,1,2,0,1,1,2
IREN.US,2025-10-28,-1.4921774170208133,0,8,-6.5698677400805146,0,0,2,0,1,1,2
IREN.US,2025-10-30,-1.53408349025959,0,8,-13.139735480161008,0,1,2,0,1,1,2
IREN.US,2025-11-05,10.5995945780913,1,8,-4.212190914318581,0,0,1,0,0,1,1
IREN.US,2025-11-10,-4.3610895973813975,0,7,-18.36147101164768,0,0,1,0,0,0,2
IREN.US,2025-11-14,1.0550898198370204,1,6,-36.33032325611831,0,0,1,0,0,0,2
IREN.US,2025-11-17,1.0316211803865858,1,6,-39.31422588666405,0,0,0,0,0,0,1
IREN.US,2025-11-18,1.9984834628354216,1,6,-37.95314749378353,0,0,0,0,0,0,1
IREN.US,2025-11-19,-2.1974315781521243,0,6,-36.06857741133359,0,0,0,0,0,0,2
IREN.US,2025-11-20,-3.159830384370236,0,6,-40.02093966758278,0,0,0,0,0,0,2
IREN.US,2025-11-21,-3.1927957545382344,0,6,-43.1095406360424,0,0,1,0,0,0,3
IREN.US,2025-11-24,9.403166883968485,1,6,-44.69310299698992,0,0,1,0,0,0,3
IREN.US,2025-11-28,-0.7412341973446405,0,6,-36.59206910090301,0,1,1,0,1,1,3
IREN.US,2025-12-01,4.738452395423912,1,6,-37.4296558042141,0,1,1,0,1,1,3
IREN.US,2025-12-04,7.093406908362135,1,6,-42.468263316319856,0,0,2,0,1,1,3
IREN.US,2025-12-08,-1.531182832652427,0,6,-41.486716398377176,0,1,2,0,1,1,3
IREN.US,2025-12-09,0.2746885423676563,1,6,-39.35348776338174,0,0,2,0,1,1,3
IREN.US,2025-12-12,-1.17636046717584,0,6,-42.49443790079832,0,1,2,0,1,1,3
IREN.US,2025-12-16,-1.5749081733976686,0,6,-53.566287135191736,0,0,2,0,0,0,2
IREN.US,2025-12-18,-2.679077928764229,0,6,-55.7911268158618,0,0,2,0,0,0,2
IREN.US,2025-12-19,5.782758488129942,1,6,-53.147493783536184,0,0,2,0,0,0,2
IREN.US,2025-12-22,-2.4248621355434645,0,6,-47.755529380971076,0,0,2,0,1,1,2
IREN.US,2025-12-23,-0.0999500249874952,0,6,-44.98102342625311,0,0,2,0,1,1,2
