symbol,strategy,day,side,pnl,win,reason,score,health,rsHi,reduce,momz,a200
RKLB.US,DC20,2025-03-14,long,-0.9165758165099706,0,STOP,60.309881903588796,UNHEALTHY,-37.0382077108678,False,-0.7288969213684365,1
RKLB.US,DC20,2025-03-17,long,-1.2319376282884125,0,STOP,63.30522190541778,UNHEALTHY,-34.185502947221146,False,-0.562418991113956,1
RKLB.US,DC20,2025-03-20,long,-0.5865002683843106,0,CUTOFF,63.01856984149738,UNHEALTHY,-34.458504912859624,False,-0.5188387673224802,1
RKLB.US,DC20,2025-03-24,long,0.4969900497512441,1,CUTOFF,63.61200107638034,UNHEALTHY,-33.89333230820919,False,-0.2446479026481811,1
RKLB.US,DC20,2025-03-25,long,0.6451316443119838,1,CUTOFF,66.67460818490119,UNHEALTHY,-30.976563633427435,False,0.004084913625201491,1
RKLB.US,DC20,2025-03-28,long,-1.386946082798234,0,STOP,61.49544696791834,UNHEALTHY,-35.90909812579204,False,0.3138076399440145,1
RKLB.US,DC20,2025-04-07,long,-1.2338409475465293,0,CUTOFF,62.34716793029249,UNHEALTHY,-35.09793530448333,False,0.06279781753254876,1
RKLB.US,DC20,2025-04-09,long,1.079101178781931,1,CUTOFF,66.85532821327618,UNHEALTHY,-30.804449320689343,False,0.30588215944345065,1
RKLB.US,DC20,2025-04-10,long,-2.5712008112529214,0,STOP,71.94473431821461,UNHEALTHY,-25.95739588741465,False,0.5330696147825927,1
RKLB.US,DC20,2025-04-11,long,-0.15173027989821508,0,CUTOFF,71.61246481275849,UNHEALTHY,-26.27384303546809,False,0.6541497734085908,1
RKLB.US,DC20,2025-04-15,long,2.6328071824119723,1,TP,67.77721001012853,UNHEALTHY,-29.926466657020445,False,0.8319432552930496,1
RKLB.US,DC20,2025-04-17,long,-1.0792984931619327,0,STOP,73.32761793433814,UNHEALTHY,-24.640363872058902,False,0.8889484962547911,1
RKLB.US,DC20,2025-04-28,long,1.9951795483155348,1,TP,77.5303536442196,HEALTHY,-20.63775843407656,False,0.6119694760544454,1
RKLB.US,DC20,2025-04-29,long,-0.8605363571808667,0,STOP,78.63707949012762,HEALTHY,-19.583733818926063,False,0.6598530688263959,1
RKLB.US,DC20,2025-04-30,long,-0.93622885826966,0,STOP,77.08403446567728,HEALTHY,-21.062824318402583,False,0.6358196651017279,1
RKLB.US,DC20,2025-05-06,long,1.512448363853395,1,TP,75.59965134202909,HEALTHY,-22.476522531400846,False,0.8108023357137667,1
RKLB.US,DC20,2025-05-12,long,-0.9922475195010577,0,STOP,68.15587423026257,UNHEALTHY,-29.565834066416585,False,1.0476213612318874,1
RKLB.US,DC20,2025-05-15,long,1.893326326852336,1,CUTOFF,76.05749852770177,HEALTHY,-22.040477592664963,False,0.8828653469486293,1
RKLB.US,DC20,2025-05-19,long,1.3569993311111543,1,TP,80.4716782657077,HEALTHY,-17.836496889802188,False,1.8158706421295743,1
RKLB.US,DC20,2025-05-20,long,-0.8210465695439292,0,STOP,81.16440782565147,HEALTHY,-17.1767544517605,False,2.310451352657786,1
RKLB.US,DC20,2025-06-06,long,0.3664583333333378,1,CUTOFF,82.88302502305592,HEALTHY,-15.539976168518155,False,1.4314335171546946,1
RKLB.US,DC20,2025-06-11,long,-1.1824091559123309,0,STOP,83.6906827854142,HEALTHY,-14.770778299605514,False,1.074097101949032,1
RKLB.US,DC20,2025-06-16,long,1.1234945336742452,1,TP,79.04515419531211,UNHEALTHY,-19.19509124255989,False,-0.0787194318614251,1
RKLB.US,DC20,2025-06-18,long,-1.1909342827006257,0,STOP,82.06424428860079,HEALTHY,-16.319767344189717,False,-0.37529718350943536,1
RKLB.US,DC20,2025-06-20,long,0.5861976549413666,1,CUTOFF,86.83561272177293,HEALTHY,-11.77560693164481,False,-0.3200872155796288,1
RKLB.US,DC20,2025-07-07,long,1.5696811291165937,1,CUTOFF,95.942753533478,HEALTHY,-3.102139491925704,False,0.28589909310663686,1
RKLB.US,DC20,2025-07-09,long,1.2302497088886089,1,CUTOFF,98.76316670348184,HEALTHY,-0.4160317109696665,False,0.48964412275756714,1
RKLB.US,DC20,2025-07-18,long,0.47790492957747305,1,CUTOFF,99.0,HEALTHY,0.0,True,1.6727275689920342,1
RKLB.US,DC20,2025-07-23,long,2.1736862223944704,1,TP,89.9868851916997,HEALTHY,-8.774395055524087,False,2.005448243734818,1
RKLB.US,DC20,2025-07-24,long,-0.13299771642100763,0,CUTOFF,94.16896217608416,HEALTHY,-4.791464594205552,False,2.098678683683115,1
RKLB.US,DC20,2025-07-29,long,-0.9283283388709795,0,STOP,85.25250122580103,HEALTHY,-13.283332165903772,False,1.8018867376133478,1
RKLB.US,DC20,2025-08-06,long,-0.388813559322031,0,CUTOFF,85.79466586681846,HEALTHY,-12.766984888744304,False,0.9847629838689138,1
RKLB.US,DC20,2025-08-21,long,-0.2181850961538402,0,CUTOFF,76.65607112844779,UNHEALTHY,-21.470408449097324,False,-1.1950695531734994,1
RKLB.US,DC20,2025-08-29,long,1.6773312226916006,1,TP,89.40604197288707,HEALTHY,-9.327579073440884,False,-1.1142720203070484,1
RKLB.US,DC20,2025-09-08,long,0.9013007614213093,1,CUTOFF,85.45382561721397,HEALTHY,-13.091594650272398,False,-0.9860088450757796,1
RKLB.US,DC20,2025-09-15,long,-0.49376393213094805,0,CUTOFF,98.46566326730371,HEALTHY,-0.6993683168535991,False,-0.2580071630078648,1
RKLB.US,DC20,2025-09-17,long,-1.082372844350807,0,STOP,85.84533457987497,UNHEALTHY,-12.718728971547632,False,-0.31246525696320737,1
RKLB.US,DC20,2025-09-19,long,-1.0263911387445448,0,STOP,85.08290608478521,UNHEALTHY,-13.444851347823604,False,-0.6434988915188118,1
RKLB.US,DC20,2025-09-23,long,-1.856312406272906,0,STOP,88.93864432096062,HEALTHY,-9.772719694323207,False,-0.918895527705091,1
RKLB.US,DC20,2025-09-25,long,-0.2852267864783827,0,CUTOFF,87.75612099540673,HEALTHY,-10.898932385326908,False,-0.8119809426278476,1
RKLB.US,DC20,2025-09-29,long,-1.0294481565005278,0,STOP,83.10639920543959,UNHEALTHY,-15.327238851962289,False,-1.13409183423247,1
RKLB.US,DC20,2025-09-30,long,1.3461269841269752,1,CUTOFF,84.13134645461292,UNHEALTHY,-14.351098614654346,False,-1.30450396922027,1
RKLB.US,DC20,2025-10-03,long,0.2534738346133219,1,CUTOFF,93.4164043288633,HEALTHY,-5.508186353463518,False,-0.987886101226623,1
RKLB.US,DC20,2025-10-06,long,0.46520618556700966,1,CUTOFF,99.0,HEALTHY,0.0,False,-0.45743239241127215,1
RKLB.US,DC20,2025-10-07,long,-1.2698811626786644,0,CUTOFF,99.0,HEALTHY,0.0,False,0.10394337904181589,1
RKLB.US,DC20,2025-10-14,long,-1.334510146471739,0,STOP,98.874047818032,HEALTHY,-0.31043064949333177,False,0.3409384601549891,1
RKLB.US,DC20,2025-10-23,long,-1.1097893105324474,0,STOP,85.50906696676053,UNHEALTHY,-13.03898384118044,False,-2.020089347174252,1
RKLB.US,DC20,2025-10-27,long,-1.058888442682199,0,STOP,89.70082257871871,HEALTHY,-9.046835639315498,False,-2.217428250356433,1
RKLB.US,DC20,2025-11-05,long,-0.9736265012474989,0,STOP,77.59097204889082,UNHEALTHY,-20.580026620103965,False,-1.8976517628886014,1
RKLB.US,DC20,2025-11-07,long,3.289869326740501,1,TP,68.23735285523382,UNHEALTHY,-29.488235375967776,False,-1.9138238403255672,1
RKLB.US,DC20,2025-11-10,long,-1.1703658568511006,0,STOP,71.51081612449198,UNHEALTHY,-26.37065131000762,False,-1.7638623797081079,1
RKLB.US,DC20,2025-11-13,long,-0.46792473591548334,0,CUTOFF,67.644787066254,UNHEALTHY,-30.052583746424755,False,-2.157377047147179,1
RKLB.US,DC20,2025-11-24,long,-0.914608015902352,0,STOP,56.544815292265575,UNHEALTHY,-40.623985435937534,False,-2.333594866122818,1
RKLB.US,DC20,2025-11-26,long,-0.5244837408022778,0,CUTOFF,58.06597656567733,UNHEALTHY,-39.17526041364062,False,-1.7867351729507481,1
RKLB.US,DC20,2025-12-02,long,-0.572056030389359,0,CUTOFF,53.91080904638179,UNHEALTHY,-43.13256281296971,False,-1.3186653344214494,1
RKLB.US,DC20,2025-12-03,long,1.7885717288859249,1,TP,55.6925635894948,UNHEALTHY,-41.43565372429065,False,-1.2017930568117412,1
RKLB.US,DC20,2025-12-04,long,-1.041266690446959,0,STOP,59.671231007022286,UNHEALTHY,-37.646446659978764,False,-0.9988688658018049,1
RKLB.US,DC20,2025-12-08,long,1.933752123438821,1,TP,65.79274625468662,UNHEALTHY,-31.81643213839368,False,-0.3836031191930322,1
RKLB.US,DC20,2025-12-09,long,1.9371679702478914,1,TP,69.59328330596523,UNHEALTHY,-28.196873041937863,False,-0.10135644456637634,1
RKLB.US,DC20,2025-12-11,long,0.9029636103607205,1,CUTOFF,77.86194671438923,HEALTHY,-20.32195551010547,False,0.5728082441374545,1
RKLB.US,DC20,2025-12-18,long,0.16731894965714503,1,CUTOFF,76.23949277103355,UNHEALTHY,-21.867149741872794,False,0.9981619209795122,1
RKLB.US,DC20,2026-01-05,long,2.026035271064674,1,CUTOFF,98.10976463475137,HEALTHY,-1.0383193954748737,False,1.2513141587535734,1
RKLB.US,DC20,2026-01-12,long,1.3591107316735656,1,CUTOFF,97.22614909085205,HEALTHY,-1.8798580087123318,False,1.6622514955557746,1
RKLB.US,DC20,2026-01-13,long,-1.2755854884940794,0,STOP,99.0,HEALTHY,0.0,False,1.640887857052888,1
RKLB.US,DC20,2026-01-27,long,0.5858877964141153,1,CUTOFF,81.36146274306692,UNHEALTHY,-16.989083101841018,False,1.0704965747615853,1
RKLB.US,DC20,2026-01-28,long,-1.821530753241053,0,STOP,87.5762128915352,HEALTHY,-11.070273436633126,False,1.0086753559596011,1
RKLB.US,DC20,2026-01-29,long,-1.290261677199969,0,STOP,88.94756215210585,HEALTHY,-9.764226521803943,False,0.9719376898168375,1
RKLB.US,DC20,2026-02-03,long,2.8689601416891137,1,TP,74.41874621350152,UNHEALTHY,-23.601194082379497,False,0.5489922494125404,1
RKLB.US,DC20,2026-02-06,long,1.1953520929581283,1,CUTOFF,69.44617231484287,UNHEALTHY,-28.336978747768683,False,0.19263368028158992,1
RKLB.US,DC20,2026-02-17,long,-1.379827598368308,0,STOP,70.09524727912475,UNHEALTHY,-27.718812115119274,False,-0.050077595973527664,1
RKLB.US,DC20,2026-02-19,long,0.8507826499420368,1,CUTOFF,77.41546726227449,UNHEALTHY,-20.74717403592905,False,0.0037030152494058016,1
RKLB.US,DC20,2026-02-23,long,-1.0000132432483304,0,STOP,73.04155802866035,UNHEALTHY,-24.91280187746633,False,0.09228858649290962,1
RKLB.US,DC20,2026-02-24,long,0.5825039551272917,1,CUTOFF,73.27962470724046,UNHEALTHY,-24.686071707390035,False,0.09858549846459841,1
RKLB.US,DC20,2026-03-02,long,-1.5903787048598332,0,STOP,71.27574422821357,UNHEALTHY,-26.594529306463254,False,0.4948744831661303,1
RKLB.US,DC20,2026-03-05,long,0.6835515901568694,1,CUTOFF,73.95574604033027,UNHEALTHY,-24.042146628256877,False,0.8676221493046995,1
RKLB.US,DC20,2026-03-09,long,1.3681328036322504,1,CUTOFF,73.3855790758559,UNHEALTHY,-24.58516278489913,False,0.8425377491269687,1
RKLB.US,DC20,2026-03-16,long,2.01763762352079,1,TP,72.250229186961,UNHEALTHY,-25.666448393370466,False,0.36925446417041946,1
RKLB.US,DC20,2026-03-23,long,-0.41611721611720415,0,CUTOFF,72.44052352513056,UNHEALTHY,-25.485215690351836,False,0.01806715964879685,1
RKLB.US,DC20,2026-03-31,long,-0.2674176507147351,0,CUTOFF,63.7311920212437,UNHEALTHY,-33.77981712262503,False,-0.7702150585234939,1
RKLB.US,DC20,2026-04-02,long,1.5543579357936033,1,CUTOFF,70.05806676362582,UNHEALTHY,-27.75422212988016,False,-0.8899466127704027,1
RKLB.US,DC20,2026-04-06,long,-1.0776695479209617,0,CUTOFF,72.52695766471341,UNHEALTHY,-25.402897462177698,False,-0.8616179323924242,1
RKLB.US,DC20,2026-04-14,long,-0.10532798228618862,0,CUTOFF,71.58188827159493,HEALTHY,-26.302963550861957,False,-1.094443598501654,1
RKLB.US,DC20,2026-04-16,long,1.114406831351034,1,CUTOFF,72.31545306233363,HEALTHY,-25.604330416825107,False,-0.986031657666439,1
RKLB.US,DC20,2026-04-20,long,1.0570411392404933,1,CUTOFF,82.61434707031394,HEALTHY,-15.795859933034329,False,-0.5692576908421754,1
RKLB.US,DC20,2026-04-22,long,0.41841106895783065,1,EOD,85.16645948678702,HEALTHY,-13.36527667925045,False,-0.29322015188424316,1
RKLB.US,DC20,2026-04-27,long,1.9453846879827517,1,TP,75.39530936510877,HEALTHY,-22.671133937991637,False,-0.42385398356351733,1
RKLB.US,DC20,2026-04-29,long,1.2381509731719982,1,CUTOFF,75.05552613295224,HEALTHY,-22.994737016235955,False,-0.4497437515446022,1
OKLO.US,ORB15_VWAP,2025-02-10,long,-3.433394534661921,0,STOP,99.0,HEALTHY,0.0,False,2.132239369340836,1
OKLO.US,ORB15_VWAP,2025-04-03,long,0.2247136967476076,1,CUTOFF,41.30180917522652,UNHEALTHY,-55.14113411883187,False,-1.4804986818337194,1
OKLO.US,ORB15_VWAP,2025-04-16,long,-3.14401076716015,0,STOP,43.81655254305847,UNHEALTHY,-52.7461404351824,False,-0.7885221011326738,1
OKLO.US,ORB15_VWAP,2025-05-06,long,7.2519245875883795,1,TP,45.985705405738024,UNHEALTHY,-50.68028056596378,False,-0.1227157704500293,1
OKLO.US,ORB15_VWAP,2025-07-03,long,0.3047636839155586,1,EOD,70.69486445253666,UNHEALTHY,-27.147748140441262,False,-1.5356594538000934,1
OKLO.US,ORB15_VWAP,2025-07-10,long,1.7295796622613977,1,CUTOFF,73.7820667152117,UNHEALTHY,-24.207555509322187,False,-1.4694314118387946,1
OKLO.US,ORB15_VWAP,2025-07-14,long,7.781824109975329,1,TP,77.26092444912274,HEALTHY,-20.89435766750214,False,-1.288665313512321,1
OKLO.US,ORB15_VWAP,2025-07-18,long,-1.9559175423212438,0,STOP,92.3406188750309,HEALTHY,-6.532743928541995,False,-0.28375514600091545,1
OKLO.US,ORB15_VWAP,2025-08-22,long,5.587763380783973,1,TP,77.64926557545232,UNHEALTHY,-20.52450897575968,False,-0.12826907171226018,1
OKLO.US,ORB15_VWAP,2025-08-25,long,-0.48334965034965455,0,CUTOFF,80.28314118490351,UNHEALTHY,-18.0160560143776,False,-0.13429134298758066,1
OKLO.US,ORB15_VWAP,2025-08-27,long,-1.8533771547387372,0,CUTOFF,84.98851416355068,HEALTHY,-13.534748415666009,False,-0.17231471925646247,1
OKLO.US,ORB15_VWAP,2025-10-01,long,2.369498188885956,1,CUTOFF,76.07028308087345,HEALTHY,-22.02830182773955,False,2.4465897393206397,1
OKLO.US,ORB15_VWAP,2025-10-02,long,4.577160699417162,1,TP,78.81799112678539,HEALTHY,-19.411437022109148,False,2.2583111424399744,1
OKLO.US,ORB15_VWAP,2025-10-08,long,-3.873224043715849,0,STOP,91.89090949747394,HEALTHY,-6.961038573834333,False,1.8447783903681627,1
OKLO.US,ORB15_VWAP,2025-11-26,long,-0.8590402933679189,0,CUTOFF,44.99118560603863,UNHEALTHY,-51.6274422799632,False,-1.3075705395630925,1
OKLO.US,ORB15_VWAP,2025-12-01,long,-1.7924642897311798,0,CUTOFF,47.40800718990439,UNHEALTHY,-49.325707438186285,False,-1.1397541268853288,1
OKLO.US,ORB15_VWAP,2025-12-10,long,-2.284062196307098,0,CUTOFF,54.154028760601314,UNHEALTHY,-42.9009249899035,False,-0.4278784065356283,1
OKLO.US,ORB15_VWAP,2026-01-06,long,-0.24825138323416548,0,EOD,46.263579739749154,UNHEALTHY,-50.41563834309603,False,-0.6382216664894236,1
OKLO.US,ORB15_VWAP,2026-01-08,long,-2.5592910793291344,0,STOP,50.52756124307459,UNHEALTHY,-46.35470357802419,False,-0.3122845083180775,1
OKLO.US,ORB15_VWAP,2026-01-28,long,6.827552171460839,1,TP,42.85717751155814,UNHEALTHY,-53.65983094137319,False,-0.9294425754860528,1
OKLO.US,ORB15_VWAP,2026-02-13,long,1.1245783726338754,1,CUTOFF,4.925906381269371,UNHEALTHY,-63.499136779743445,False,-0.8194916864186197,0
OKLO.US,ORB15_VWAP,2026-03-03,long,0.35427075898167404,1,CUTOFF,4.906484077837177,UNHEALTHY,-63.517634211583626,False,-0.2583067904334103,0
OKLO.US,ORB15_VWAP,2026-03-04,long,0.42420416284052603,1,CUTOFF,4.494840114743411,UNHEALTHY,-63.90967608119675,False,-0.18712619285948495,0
OKLO.US,ORB15_VWAP,2026-03-10,long,-1.8903492063491925,0,STOP,3.2088026676910744,UNHEALTHY,-65.13447364981802,False,-0.02450835189229734,0
OKLO.US,ORB15_VWAP,2026-03-11,long,-3.0248897637795187,0,STOP,2.9711765556061636,UNHEALTHY,-65.36078423275603,False,-0.027199249404805743,0
OKLO.US,ORB15_VWAP,2026-04-22,long,6.30698443008226,1,CUTOFF,1.549438160404108,UNHEALTHY,-66.71482079961513,False,-0.441174085432297,0
INTC.US,ORB5_Z,2025-01-31,long,-1.7831025022671791,0,STOP,5.326292069864152,UNHEALTHY,-63.11781707631985,False,-0.5162541800932208,0
INTC.US,ORB5_Z,2025-02-04,long,0.06604860411211302,1,CUTOFF,4.464648848963876,UNHEALTHY,-63.93842966765344,False,-0.867132654528477,0
INTC.US,ORB5_Z,2025-02-06,long,-1.4676080963030194,0,STOP,4.355276549182747,UNHEALTHY,-64.04259376268308,False,-0.7741014179259124,0
INTC.US,ORB5_Z,2025-02-10,long,1.5958841566870874,1,CUTOFF,3.574303158581273,UNHEALTHY,-64.7863779442083,False,-0.6877011981094246,0
INTC.US,ORB5_Z,2025-02-11,long,2.9184007848691804,1,CUTOFF,4.413579423908388,UNHEALTHY,-63.98706721532533,False,-0.6081836670594789,0
INTC.US,ORB5_Z,2025-02-13,long,2.147896347177911,1,CUTOFF,9.674244638772642,UNHEALTHY,-58.97690986783557,False,-0.0027840650223939422,0
INTC.US,ORB5_Z,2025-02-14,long,-1.4829311728500436,0,STOP,12.180138469765637,UNHEALTHY,-56.59034431450891,False,0.5601223199926598,0
INTC.US,ORB5_Z,2025-02-18,long,7.684469453584917,1,CUTOFF,10.992601072175496,UNHEALTHY,-57.721332312213804,False,0.7572910188768981,0
INTC.US,ORB5_Z,2025-02-20,long,-0.7444664764391771,0,STOP,42.457592196209795,HEALTHY,-54.040388384562085,False,1.893130415321065,1
INTC.US,ORB5_Z,2025-02-21,long,-0.523092323687958,0,STOP,43.360512688069406,HEALTHY,-53.18046410660055,False,2.4301937355287806,1
INTC.US,ORB5_Z,2025-02-24,long,-1.359279421535214,0,STOP,42.32244259876543,HEALTHY,-54.16910228689006,False,2.4893121302934986,1
INTC.US,ORB5_Z,2025-02-26,long,0.2837889633928327,1,CUTOFF,12.190544501826395,UNHEALTHY,-56.58043380778438,False,2.310445062261467,0
INTC.US,ORB5_Z,2025-02-27,long,-1.6375131901603068,0,STOP,13.129185225308873,UNHEALTHY,-55.68649026161059,False,2.1440809113311756,0
INTC.US,ORB5_Z,2025-03-07,long,-2.224455679361853,0,STOP,9.86578146106406,UNHEALTHY,-58.79449384660565,False,0.2121194213606486,0
INTC.US,ORB5_Z,2025-03-10,long,-0.8359523578092892,0,STOP,9.322206526245857,UNHEALTHY,-59.312184260718226,False,0.10036651049817015,0
INTC.US,ORB5_Z,2025-03-13,long,-1.2664226685656232,0,CUTOFF,11.187590309687131,UNHEALTHY,-57.53562827648844,False,-0.0948073989576549,0
INTC.US,ORB5_Z,2025-03-14,long,-2.0254846669929227,0,STOP,18.937694513262564,UNHEALTHY,-50.154576654035644,False,-0.1975648249759887,0
INTC.US,ORB5_Z,2025-03-17,long,0.9016034542194469,1,CUTOFF,47.11913481389225,HEALTHY,-49.60082398676927,False,-0.19992498021968055,1
INTC.US,ORB5_Z,2025-03-20,long,0.19276673927584312,1,CUTOFF,47.13744089102953,HEALTHY,-49.58338962759091,False,-0.011221367137217888,1
INTC.US,ORB5_Z,2025-03-21,long,2.23898807820306,1,CUTOFF,46.965049548172125,HEALTHY,-49.747571858883674,False,-0.12854699671679343,1
INTC.US,ORB5_Z,2025-03-25,long,-1.1454871784300633,0,STOP,46.219872760129576,HEALTHY,-50.45726403797182,False,-0.2638988501080473,1
INTC.US,ORB5_Z,2025-03-26,long,-0.6135221511185424,0,STOP,45.88204726892885,HEALTHY,-50.77900260102013,False,-0.4135883657681233,1
INTC.US,ORB5_Z,2025-03-28,long,-0.6124770022000494,0,STOP,18.283454447763937,UNHEALTHY,-50.77766243070101,False,-0.6199446207656171,0
INTC.US,ORB5_Z,2025-04-03,long,-2.4120272585979934,0,STOP,15.464226273484606,UNHEALTHY,-53.46264164430037,False,-0.5122186590343095,0
INTC.US,ORB5_Z,2025-04-10,long,-1.1343112455330173,0,STOP,22.806410555584478,UNHEALTHY,-46.470085185157636,False,-0.9634877627972367,0
INTC.US,ORB5_Z,2025-04-15,long,-1.2047674860038482,0,STOP,22.173093395564585,UNHEALTHY,-47.07324438517658,False,-0.20571876351175108,0
INTC.US,ORB5_Z,2025-04-22,long,1.7514996091095831,1,CUTOFF,22.023840196957856,UNHEALTHY,-47.21539028861156,False,0.388368444272693,0
INTC.US,ORB5_Z,2025-04-24,long,1.8382464761168171,1,CUTOFF,24.34050585754286,UNHEALTHY,-45.00904204043537,False,0.7368377982758362,0
INTC.US,ORB5_Z,2025-04-25,long,0.7543260562877645,1,CUTOFF,25.215065363201035,UNHEALTHY,-44.17612822552282,False,1.0182820752913742,0
INTC.US,ORB5_Z,2025-04-28,long,0.6855049133909832,1,CUTOFF,20.684460230214917,UNHEALTHY,-48.49099025693817,False,1.4156028966663297,0
INTC.US,ORB5_Z,2025-04-29,long,-0.6130097093786034,0,CUTOFF,21.942952392105802,UNHEALTHY,-47.29242629323256,False,1.648293386826627,0
INTC.US,ORB5_Z,2025-04-30,long,-1.4326212177072473,0,STOP,27.573742868369322,UNHEALTHY,-41.929768696791115,False,1.6965301840773614,0
INTC.US,ORB5_Z,2025-05-02,long,-1.0285708417806763,0,STOP,26.597679899746787,UNHEALTHY,-42.859352476431624,False,1.7164145026744038,0
INTC.US,ORB5_Z,2025-05-05,long,-0.7101384563032234,0,STOP,27.613805306250683,UNHEALTHY,-41.89161399404696,False,1.6861398241849375,0
INTC.US,ORB5_Z,2025-05-06,long,-1.3921894774005967,0,STOP,26.936104167160117,UNHEALTHY,-42.53704365032369,False,1.577085332558733,0
INTC.US,ORB5_Z,2025-05-08,long,-0.5981454772494944,0,STOP,27.384229735502124,UNHEALTHY,-42.11025739475988,False,1.4857955842154773,0
INTC.US,ORB5_Z,2025-05-12,long,-0.19003122424359828,0,STOP,30.092694745023692,UNHEALTHY,-39.53076690950124,False,1.5742998982145244,0
INTC.US,ORB5_Z,2025-05-13,long,0.14419584253642015,1,CUTOFF,57.37190955401761,HEALTHY,-39.83627661522131,False,1.563084194465493,1
INTC.US,ORB5_Z,2025-05-14,long,-0.6575524472637423,0,STOP,57.48960670698486,HEALTHY,-39.72418408858584,False,1.5158041833707536,1
INTC.US,ORB5_Z,2025-05-15,long,1.09631730272456,1,CUTOFF,26.612358146254557,UNHEALTHY,-42.84537319404327,False,1.3095479983496583,0
INTC.US,ORB5_Z,2025-05-21,long,-0.8220964620956496,0,STOP,25.733842787897736,UNHEALTHY,-43.682054487716435,False,1.1995176994565284,0
INTC.US,ORB5_Z,2025-06-02,long,-0.6637779109418986,0,STOP,21.07349498140411,UNHEALTHY,-48.120480970091315,False,0.16831286208795787,0
INTC.US,ORB5_Z,2025-06-04,long,-0.7107353635483391,0,STOP,22.257268361138053,UNHEALTHY,-46.993077751297086,False,0.1606661115624253,0
INTC.US,ORB5_Z,2025-06-05,long,-1.3182433173656967,0,STOP,21.993114720227105,UNHEALTHY,-47.24465264740275,False,0.2049161554278531,0
INTC.US,ORB5_Z,2025-06-06,long,-1.179420113126129,0,STOP,21.696612097875807,UNHEALTHY,-47.52703609726113,False,0.15110807593786724,0
INTC.US,ORB5_Z,2025-06-09,long,-1.2094146070373821,0,CUTOFF,21.354343861845912,UNHEALTHY,-47.85300584586103,False,-0.008373184027144747,0
INTC.US,ORB5_Z,2025-06-10,long,-0.43588761689138145,0,STOP,22.418506678132573,UNHEALTHY,-46.83951744939754,False,-0.18052578727207727,0
