ticker,src,shade,z
CRDO,recent,亮蓝,1.7990180502413018
CRDO,recent,亮蓝,1.8048303567592188
CRDO,recent,亮蓝,1.968172254466595
CRDO,recent,浅,2.1165460086661714
CRDO,recent,浅,2.1511426224612453
CRDO,recent,亮红,2.3031468563244966
CRDO,recent,亮红,2.4939354548011625
CRDO,recent,浅,2.6046315252006713
CRDO,recent,浅,2.8153466060738395
CRDO,recent,亮蓝,3.029550221841566
CRDO,recent,亮蓝,3.3884834331649025
CRDO,recent,浅,3.621366197613662
CRDO,recent,亮红,3.7083603774915277
CRDO,recent,亮红,3.7522058989715683
CRDO,extrema,浅蓝,0.222974830942302
CRDO,extrema,亮红,-2.0363369338387094
CRDO,extrema,深蓝,0.14228699709162337
CRDO,extrema,浅,-1.9879765118626587
CRDO,extrema,亮蓝,2.022945007523901
CRDO,extrema,浅,-0.8869016179235315
CRDO,extrema,亮蓝,3.7522058989715683
DELL,gmax,亮蓝,3.5063404519767496
DELL,gmin,亮红,-2.8912742618536904
DELL,recent,亮蓝,1.2642206804884208
DELL,recent,亮蓝,1.3690071516844373
DELL,recent,亮蓝,1.4448086104308278
DELL,recent,浅,1.5845519143961377
DELL,recent,浅,1.599889346121054
DELL,recent,深蓝,1.6986940753261537
DELL,recent,深蓝,1.7516884364718353
DELL,recent,亮蓝,1.3572118908817583
DELL,recent,亮蓝,1.2033733630816088
DELL,recent,亮蓝,1.370466509131208
DELL,recent,亮蓝,1.3090832977809168
DELL,recent,浅蓝,1.1581213484991384
DELL,recent,浅蓝,0.9638846046193147
DELL,recent,浅蓝,0.984592389106889
DELL,recent,深蓝,1.0699221862729946
DELL,recent,深蓝,1.1571787234257602
DELL,recent,亮蓝,1.2569763282818416
DELL,recent,亮蓝,1.3313878218039477
DELL,recent,亮蓝,1.3877571720442112
DELL,recent,亮蓝,1.3656247244293738
DELL,recent,亮蓝,1.3293718132268202
DELL,recent,浅蓝,1.3156316619780328
DELL,recent,浅蓝,1.1660719994759594
DELL,recent,浅蓝,1.151451950124614
DELL,recent,浅蓝,1.0138244235757226
DELL,recent,亮蓝,1.0033474968268457
DELL,recent,亮蓝,1.0222896964269435
DELL,recent,亮蓝,1.0343609044129032
DELL,recent,亮蓝,1.0219981206492068
DELL,recent,亮蓝,1.1058462520389039
DELL,recent,亮蓝,1.1819162453565473
DELL,recent,浅,1.2394653504865165
DELL,recent,浅,1.230497196354754
DELL,recent,浅,1.2185797227116097
DELL,recent,亮蓝,1.0737421300326646
DELL,recent,亮蓝,0.8735597220679896
DELL,recent,亮蓝,0.6988709718073373
DELL,recent,亮蓝,0.5577019797206247
DELL,recent,亮蓝,0.46175163977985384
DELL,extrema,亮红,-2.8912742618536904
DELL,extrema,浅蓝,0.9804661906270764
DELL,extrema,浅红,-1.1320196592988028
DELL,extrema,亮蓝,-0.5203480672892892
DELL,extrema,浅,-1.779061592118223
DELL,extrema,亮蓝,0.6180885400637297
DELL,extrema,浅蓝,-0.1384402699689294
DELL,extrema,深蓝,3.5063404519767496
DELL,extrema,浅,0.46175163977985384
DELL,extrema,亮蓝,1.3877571720442112
DKNG,gmax,亮蓝,2.898102888655523
DKNG,gmin,深红,-1.9285341092553283
DKNG,recent,浅蓝,0.501718768353318
DKNG,recent,浅蓝,0.3521507810536063
DKNG,recent,浅蓝,0.3783372849244219
DKNG,recent,浅,0.4032287920619561
DKNG,recent,浅,0.3589376478932062
DKNG,recent,浅红,0.25121224836465444
DKNG,recent,浅红,0.16748172868938063
DKNG,recent,浅红,-0.019866903704442426
DKNG,recent,浅红,-0.16695659253254994
DKNG,recent,浅,-0.10169283562571725
DKNG,recent,浅红,-0.11489205733033868
DKNG,recent,浅红,-0.026100337683963557
DKNG,recent,浅红,-0.019404398510573666
DKNG,recent,亮红,-0.0347070687563221
DKNG,recent,亮红,0.00026388020962953934
DKNG,recent,浅红,0.03728050055121066
DKNG,recent,浅红,0.021214979874638745
DKNG,recent,浅红,0.07431389044840886
DKNG,recent,浅红,0.09036159432674191
DKNG,recent,亮红,0.17902565884992558
DKNG,recent,亮红,0.36277500337469
DKNG,recent,亮红,0.5120860564428517
DKNG,recent,浅,0.6712807467194122
DKNG,recent,浅,0.5709151174602475
DKNG,recent,亮红,0.6481117557171348
DKNG,recent,亮红,0.5418523975630015
DKNG,recent,亮红,0.49508425008441637
DKNG,recent,亮红,0.47916639392881166
DKNG,recent,亮红,0.3937239689166036
DKNG,recent,浅蓝,0.36337183636173276
DKNG,recent,浅,0.32437217293803117
DKNG,recent,亮红,0.26885292929065135
DKNG,recent,亮红,0.21815416397589038
DKNG,recent,浅红,0.2772189609790961
DKNG,recent,浅红,0.35812191144946376
DKNG,recent,浅红,0.41084349291347616
DKNG,recent,深红,0.4398515455558796
DKNG,extrema,深红,-1.9285341092553283
DKNG,extrema,浅蓝,0.2780053777413401
DKNG,extrema,亮红,-1.5894891119641357
DKNG,extrema,浅蓝,2.898102888655523
DKNG,extrema,亮红,0.21815416397589038
DKNG,extrema,深蓝,0.6712807467194122
DKNG,extrema,亮红,-0.16695659253254994
DOCN,gmax,亮蓝,3.343635522749404
DOCN,gmin,深红,-1.6598979916275134
DOCN,recent,亮蓝,1.0219053858479232
DOCN,recent,亮蓝,1.0461750418973506
DOCN,recent,亮蓝,1.112130533469585
DOCN,recent,深蓝,1.1753762956295355
DOCN,recent,深蓝,1.1819440172177904
DOCN,recent,亮蓝,1.2409696355082154
DOCN,recent,亮蓝,1.2737905548852022
DOCN,recent,亮蓝,1.2897784600740387
DOCN,recent,亮蓝,1.4931554015227615
DOCN,recent,亮蓝,1.7418678833624546
DOCN,recent,浅,2.0117540190142837
DOCN,recent,浅,2.25758841482288
DOCN,recent,浅红,2.5392730606638905
DOCN,recent,浅红,2.7645416605010613
DOCN,recent,浅红,2.8558459697405016
DOCN,recent,浅红,2.95250271675217
DOCN,recent,浅,3.144580561447984
DOCN,recent,浅,3.2491742133754813
DOCN,recent,浅,3.290574251981199
DOCN,recent,浅红,3.343635522749404
DOCN,recent,浅红,3.3003429248900926
DOCN,recent,浅红,3.033095049317659
DOCN,recent,深蓝,2.680772249190145
DOCN,recent,深蓝,2.2656860161567742
DOCN,recent,浅红,1.2563349288113161
DOCN,recent,浅红,0.17024585079767454
DOCN,recent,浅红,-0.2138986449637655
DOCN,recent,浅红,-0.3663339806793528
DOCN,extrema,浅红,0.43042744117753085
DOCN,extrema,深红,-0.06630357118320276
DOCN,extrema,浅,0.5815271924647176
DOCN,extrema,浅红,-0.20635009890490608
DOCN,extrema,浅蓝,1.183738525586642
DOCN,extrema,浅红,-0.4272405787134668
DOCN,extrema,浅,1.723758792532418
DOCN,extrema,浅红,-0.21695204469437507
DOCN,extrema,深蓝,3.079667442111615
DOCN,extrema,浅红,-1.6598979916275134
DOCN,extrema,亮蓝,3.343635522749404
HIMS,gmax,亮蓝,2.6952901036215544
HIMS,gmin,深红,-2.103995719680947
HIMS,recent,浅蓝,1.3008354717608885
HIMS,recent,亮蓝,1.1575479470354368
HIMS,recent,亮蓝,1.156355826125149
HIMS,recent,亮蓝,1.2376174651819305
HIMS,recent,浅蓝,1.253284947439613
HIMS,recent,浅蓝,1.1598864674806304
HIMS,recent,亮蓝,1.0815420217981067
HIMS,recent,亮蓝,0.9014817327352962
HIMS,recent,亮蓝,0.7797353173267914
HIMS,recent,亮蓝,0.7307142400030752
HIMS,recent,浅蓝,0.6921116658547574
HIMS,recent,浅蓝,0.6877655628520234
HIMS,recent,浅蓝,0.6288345385077255
HIMS,recent,浅,0.503618400820299
HIMS,recent,浅,0.4796103693365771
HIMS,recent,浅蓝,0.5296354038638245
HIMS,recent,浅蓝,0.736743357906811
HIMS,recent,浅蓝,0.7592655338244478
HIMS,recent,浅蓝,0.909186151665471
HIMS,recent,浅蓝,1.1279876337378418
HIMS,recent,浅,1.4178688217249726
HIMS,recent,浅,1.5351658392184497
HIMS,recent,浅红,1.505652925210596
HIMS,recent,浅红,1.6163039682491094
HIMS,recent,浅红,1.654290851727345
HIMS,recent,浅红,1.760086032334813
HIMS,recent,浅红,1.8650249473023601
HIMS,recent,浅红,1.9503196869253085
HIMS,recent,浅,2.060938301155491
HIMS,recent,浅,2.2862229823627804
HIMS,recent,浅,2.47695499758377
HIMS,recent,浅蓝,2.6078708648619977
HIMS,recent,浅蓝,2.625579077072114
HIMS,recent,浅蓝,2.6952901036215544
HIMS,recent,浅蓝,2.541059832376255
HIMS,recent,浅红,2.215284447240598
HIMS,recent,浅红,1.7963773584630554
HIMS,recent,浅,1.4454295638902064
HIMS,recent,浅,1.0207478700004649
HIMS,recent,浅,0.7378754861547803
HIMS,extrema,深红,-2.103995719680947
HIMS,extrema,亮蓝,0.5982105398941077
HIMS,extrema,浅红,-0.46965261681918075
HIMS,extrema,浅蓝,0.32276325335261297
HIMS,extrema,深红,-0.35446444042185843
HIMS,extrema,浅蓝,0.7168973565603405
HIMS,extrema,浅红,0.1478981315671228
HIMS,extrema,浅蓝,0.6536825226431264
HIMS,extrema,浅红,-0.0015767151743063849
HIMS,extrema,浅蓝,2.6952901036215544
HIMS,extrema,浅红,0.4796103693365771
HOOD,gmax,亮蓝,2.5221314731598756
HOOD,gmin,深红,-2.246068148832689
HOOD,recent,深蓝,2.451841604736393
HOOD,recent,深蓝,2.5130414924142337
HOOD,recent,浅,2.5213205912872465
HOOD,recent,深蓝,2.5221314731598756
HOOD,recent,深蓝,2.370635155879619
HOOD,recent,深蓝,2.2945367188437507
HOOD,recent,浅,1.9752150507996007
HOOD,recent,浅,1.5155498119607929
HOOD,recent,浅蓝,1.0030667690527622
HOOD,recent,浅蓝,0.7625390134504086
HOOD,recent,浅,0.7568375191924717
HOOD,recent,浅,0.8873875355145381
HOOD,recent,浅,0.9827422392986366
HOOD,recent,亮红,0.9756302496326003
HOOD,recent,亮红,0.9775439934460498
HOOD,recent,亮红,1.035359982620365
HOOD,recent,亮红,1.035640163583963
HOOD,recent,浅,0.976187967017875
HOOD,recent,浅,0.8220213054383673
HOOD,recent,浅,0.7330968884115155
HOOD,recent,浅,0.6256096045254862
HOOD,recent,浅,0.464300588275183
HOOD,recent,亮红,0.42197532435004087
HOOD,recent,亮红,0.5014386872496394
HOOD,recent,亮红,0.5128386240976378
HOOD,recent,浅,0.6684062330637679
HOOD,recent,浅,0.7760708398551847
HOOD,recent,浅,0.9273958325110598
HOOD,recent,浅,1.029597408780205
HOOD,recent,深蓝,1.2472030695291043
HOOD,recent,深蓝,1.3322202346609477
HOOD,recent,深蓝,1.4453681681986372
HOOD,recent,深蓝,1.5167618131069842
HOOD,extrema,亮蓝,-0.23402508186787593
HOOD,extrema,深红,-1.6556974352847935
HOOD,extrema,浅蓝,-0.9800276990315477
HOOD,extrema,亮红,-1.9645892260523767
HOOD,extrema,深蓝,0.002674907318948331
HOOD,extrema,亮红,-0.6787878455461526
HOOD,extrema,浅蓝,1.8808452274648628
HOOD,extrema,浅红,0.42197532435004087
IREN,gmax,深蓝,2.215693763870056
IREN,gmin,深红,-2.968840248403138
IREN,recent,浅蓝,1.5134796827140038
IREN,recent,浅蓝,1.7005216943628256
IREN,recent,浅蓝,1.6742411491460825
IREN,recent,浅,1.8868519806635238
IREN,recent,浅,1.9867848856627484
IREN,recent,浅蓝,2.215693763870056
IREN,recent,浅蓝,2.0555142640451667
