symbol,strategy,filled,phantom_rate_pct,win_rate,pf,cum_pct,max_dd,avg_pnl,recency_avg_pnl,recency_win_rate,recency_pf,last_90d_n,last_90d_win,last_90d_pf,last_90d_cum_pct,last_180d_n,last_180d_win,last_180d_pf,last_180d_cum_pct,n_tp,n_stop,composite_score,passes_filter,filter_fail_reasons
HOOD.US,VWAP_PB,35,38.6,31.4,1.15,2.26,-10.34,0.072,-0.471,15.3,0.21,9,11.1,0.01,-5.42,15,6.7,0.0,-9.1,8,22,-0.403,False,近期PF<1.1|近半年PF<1.0
HOOD.US,VWAP_MR,233,0.0,51.9,0.99,-2.4,-11.92,-0.005,-0.027,50.0,0.93,41,48.8,0.84,-2.59,80,52.5,1.04,0.92,67,65,-0.011,False,近期PF<1.1
HOOD.US,EMA_X,154,0.0,50.6,1.08,4.53,-14.43,0.036,-0.127,43.0,0.76,26,30.8,0.41,-10.03,51,37.3,0.62,-11.0,44,62,-0.121,False,近期PF<1.1|近半年PF<1.0
HOOD.US,DC20,127,41.5,44.1,1.01,-0.36,-14.86,0.002,0.133,50.0,1.47,17,58.8,1.68,3.08,35,42.9,1.48,4.58,15,43,0.106,True,
HOOD.US,TTM_SQ,241,0.0,41.5,0.81,-21.38,-23.74,-0.094,-0.069,45.9,0.84,34,50.0,0.94,-0.94,72,43.1,0.76,-8.05,39,116,-0.087,False,近期PF<1.1|近半年PF<1.0
HOOD.US,ST_10_3,75,0.0,38.7,0.69,-9.56,-10.98,-0.13,-0.103,38.6,0.74,0,,,,10,40.0,0.64,-1.89,11,31,-0.134,False,近期PF<1.1|近半年PF<1.0
AMD.US,ORB5_Z,204,0.0,29.9,0.86,-21.02,-23.68,-0.101,-0.191,27.9,0.77,42,26.2,0.71,-11.05,74,27.0,0.74,-15.91,4,131,-0.18,False,近期PF<1.1|近半年PF<1.0
AMD.US,ORB15_VWAP,24,84.3,45.8,0.58,-5.31,-7.83,-0.223,0.137,62.3,1.36,3,100.0,inf,2.73,11,45.5,0.53,-3.02,0,4,-0.058,False,近半年PF<1.0
AMD.US,VWAP_PB,28,46.2,21.4,0.44,-7.72,-10.01,-0.284,0.002,37.3,1.01,6,33.3,0.89,-0.34,10,30.0,0.58,-2.24,4,20,-0.123,False,近期PF<1.1|近半年PF<1.0
AMD.US,VWAP_MR,236,0.0,49.2,0.85,-12.33,-13.57,-0.053,-0.075,48.2,0.8,40,42.5,0.69,-5.08,78,44.9,0.7,-9.68,76,73,-0.085,False,近期PF<1.1|近半年PF<1.0
AMD.US,EMA_X,132,0.0,37.1,0.74,-13.28,-19.21,-0.105,-0.098,38.7,0.74,18,38.9,0.62,-2.47,38,42.1,0.91,-1.33,30,57,-0.08,False,近期PF<1.1|近半年PF<1.0
AMD.US,DC20,120,41.5,42.5,0.74,-9.05,-12.77,-0.077,-0.1,43.7,0.69,18,44.4,0.6,-2.49,38,42.1,0.56,-5.88,11,44,-0.112,False,近期PF<1.1|近半年PF<1.0
AMD.US,TTM_SQ,240,0.0,32.9,0.5,-39.04,-39.5,-0.204,-0.157,36.5,0.6,45,37.8,0.62,-6.6,81,38.3,0.73,-8.6,26,122,-0.151,False,近期PF<1.1|近半年PF<1.0
AMD.US,ST_10_3,47,0.0,38.3,0.84,-1.87,-6.43,-0.039,0.097,47.4,1.48,14,57.1,2.78,3.67,27,40.7,1.09,0.53,6,17,0.047,True,
EOSE.US,ORB5_Z,160,0.0,28.7,1.03,-7.88,-44.12,0.047,-0.749,21.0,0.58,23,13.0,0.31,-28.98,53,18.9,0.49,-40.79,3,109,-0.596,False,近期PF<1.1|近半年PF<1.0
EOSE.US,ORB15_VWAP,33,73.8,45.5,1.31,10.76,-16.7,0.361,0.964,58.1,2.02,4,75.0,3.95,6.67,8,62.5,3.36,12.91,8,11,1.038,True,
EOSE.US,VWAP_PB,33,46.8,42.4,1.3,8.66,-9.81,0.285,-0.041,36.2,0.96,7,28.6,0.86,-1.11,12,33.3,0.68,-4.35,11,18,-0.072,False,近期PF<1.1|近半年PF<1.0
EOSE.US,VWAP_MR,253,0.0,45.5,0.84,-27.47,-39.34,-0.114,-0.28,45.4,0.64,42,47.6,0.5,-16.88,84,46.4,0.59,-25.75,65,78,-0.255,False,近期PF<1.1|近半年PF<1.0
EOSE.US,EMA_X,143,0.0,40.6,0.85,-17.95,-29.22,-0.123,0.03,44.6,1.04,19,52.6,1.22,2.74,45,48.9,1.37,12.43,42,65,0.073,False,近期PF<1.1
EOSE.US,DC20,105,50.0,47.6,1.05,1.96,-12.44,0.033,0.034,51.7,1.05,25,52.0,0.89,-2.27,38,52.6,0.96,-1.51,15,42,0.012,False,近期PF<1.1|近半年PF<1.0
EOSE.US,TTM_SQ,236,0.0,32.6,0.66,-55.72,-56.27,-0.329,-0.326,30.8,0.66,36,30.6,0.62,-12.48,69,33.3,0.74,-16.81,52,140,-0.302,False,近期PF<1.1|近半年PF<1.0|DD<-50%
EOSE.US,ST_10_3,93,0.0,49.5,1.6,32.71,-7.51,0.317,0.239,46.9,1.37,7,42.9,0.93,-0.5,21,42.9,1.05,0.45,28,36,0.189,True,
MSFL.US,ORB5_Z,169,0.0,40.2,1.38,34.37,-11.63,0.192,0.239,42.5,1.43,22,45.5,1.52,7.73,50,44.0,1.39,10.96,9,93,0.224,True,
MSFL.US,ORB15_VWAP,33,83.4,39.4,0.78,-5.32,-9.72,-0.149,-0.578,40.0,0.28,6,33.3,0.07,-5.85,11,45.5,0.28,-6.63,2,12,-0.5,False,近期PF<1.1|近半年PF<1.0
MSFL.US,VWAP_PB,12,76.0,25.0,0.45,-3.01,-3.76,-0.252,0.117,47.6,1.45,2,50.0,1.73,0.32,3,33.3,0.86,-0.13,3,8,-0.005,False,成交<20|近半年PF<1.0
MSFL.US,VWAP_MR,273,0.0,48.0,0.78,-13.36,-14.79,-0.051,-0.122,43.7,0.58,44,40.9,0.55,-6.84,91,42.9,0.62,-9.77,101,87,-0.103,False,近期PF<1.1|近半年PF<1.0
MSFL.US,EMA_X,163,0.0,38.0,0.6,-17.81,-19.24,-0.119,-0.108,40.8,0.67,20,45.0,0.74,-2.16,49,40.8,0.58,-7.4,54,89,-0.123,False,近期PF<1.1|近半年PF<1.0
MSFL.US,DC20,45,80.9,35.6,0.77,-3.23,-4.19,-0.07,-0.053,42.5,0.81,12,50.0,0.84,-0.59,23,39.1,0.78,-1.43,8,23,-0.059,False,近期PF<1.1|近半年PF<1.0
MSFL.US,TTM_SQ,162,0.0,33.3,0.65,-18.49,-18.89,-0.124,-0.178,30.5,0.58,41,31.7,0.62,-7.49,63,27.0,0.49,-13.71,41,94,-0.179,False,近期PF<1.1|近半年PF<1.0
MSFL.US,ST_10_3,163,0.0,37.4,0.59,-13.48,-16.99,-0.088,-0.078,37.8,0.64,0,,,,13,61.5,1.6,1.37,48,97,-0.025,False,近期PF<1.1
MSFU.US,ORB5_Z,180,0.0,33.9,1.19,16.37,-20.39,0.104,0.108,36.8,1.17,23,39.1,1.26,3.91,48,39.6,1.14,3.48,4,110,0.097,True,
MSFU.US,ORB15_VWAP,41,79.0,36.6,0.53,-10.56,-13.33,-0.266,0.052,43.9,1.15,8,50.0,1.34,0.77,11,45.5,1.01,-0.0,0,12,-0.027,True,
MSFU.US,VWAP_PB,20,64.3,40.0,0.81,-1.12,-3.35,-0.055,0.197,56.7,1.89,3,66.7,2.52,1.15,5,60.0,2.29,1.4,5,11,0.172,True,
MSFU.US,VWAP_MR,259,0.0,44.0,0.68,-21.0,-21.27,-0.089,-0.096,44.8,0.68,45,46.7,0.78,-3.11,90,46.7,0.79,-5.69,77,83,-0.085,False,近期PF<1.1|近半年PF<1.0
MSFU.US,EMA_X,140,0.0,38.6,0.6,-18.58,-19.75,-0.145,-0.183,39.1,0.55,20,40.0,0.55,-4.3,44,34.1,0.42,-11.24,40,71,-0.197,False,近期PF<1.1|近半年PF<1.0
MSFU.US,DC20,101,58.6,37.6,0.63,-10.52,-12.83,-0.108,-0.05,48.6,0.8,16,62.5,0.95,-0.22,28,53.6,0.88,-0.9,13,51,-0.056,False,近期PF<1.1|近半年PF<1.0
MSFU.US,TTM_SQ,212,0.0,34.4,0.67,-22.55,-25.2,-0.118,-0.254,26.5,0.46,45,24.4,0.44,-13.58,81,22.2,0.39,-21.96,50,115,-0.232,False,近期PF<1.1|近半年PF<1.0
MSFU.US,ST_10_3,102,0.0,38.2,0.62,-7.84,-11.77,-0.079,-0.049,40.9,0.76,0,,,,8,75.0,4.55,2.96,26,52,0.071,False,近期PF<1.1
CIFR.US,ORB5_Z,152,0.0,28.9,1.05,-2.46,-38.26,0.082,0.215,30.8,1.15,27,25.9,0.86,-6.69,54,31.5,1.11,4.95,2,96,0.151,True,
CIFR.US,ORB15_VWAP,58,64.6,37.9,0.76,-20.61,-28.15,-0.349,-0.318,30.1,0.73,10,30.0,0.68,-3.58,14,21.4,0.37,-11.78,6,21,-0.481,False,近期PF<1.1|近半年PF<1.0
CIFR.US,VWAP_PB,28,47.2,42.9,1.55,10.43,-7.66,0.372,0.493,44.1,1.82,3,33.3,0.95,-0.11,7,57.1,3.3,7.61,10,14,0.647,True,
CIFR.US,VWAP_MR,240,0.0,51.7,1.02,-0.35,-21.46,0.016,0.078,55.4,1.11,41,61.0,1.31,7.32,83,54.2,1.07,2.84,73,74,0.052,True,
CIFR.US,EMA_X,153,0.0,42.5,0.83,-25.74,-40.28,-0.174,0.154,47.1,1.19,24,54.2,1.79,12.16,46,41.3,0.96,-2.67,47,68,0.025,False,近半年PF<1.0
CIFR.US,DC20,117,42.4,41.9,0.85,-13.2,-19.08,-0.108,-0.113,40.1,0.84,17,41.2,0.83,-2.21,33,33.3,0.66,-9.34,10,38,-0.163,False,近期PF<1.1|近半年PF<1.0
CIFR.US,TTM_SQ,244,0.0,44.7,1.09,13.91,-18.02,0.074,0.116,46.2,1.15,40,47.5,1.45,11.73,79,45.6,1.01,-0.88,54,113,0.069,True,
CIFR.US,ST_10_3,64,0.0,51.6,1.06,1.64,-11.13,0.037,0.03,48.1,1.05,27,48.1,1.21,3.09,45,51.1,1.21,5.47,11,27,0.059,False,近期PF<1.1
