symbol,model,day,is_gap,entry,exit,result,pnl_pct
TSLL.US,A_OLD,2026-01-12,True,18.535263,18.880555,CUTOFF,1.8628923689941739
TSLL.US,A_OLD,2026-01-21,True,16.70835,17.231379999999998,TP,3.1303509921685775
TSLL.US,A_OLD,2026-01-22,True,17.66883,18.102944,TP,2.45694819634351
TSLL.US,A_OLD,2026-01-30,True,17.08854,17.101445000000002,CUTOFF,0.07551844686558067
TSLL.US,A_OLD,2026-02-02,True,16.4132025,16.411790000000003,CUTOFF,-0.008605876884764885
TSLL.US,A_OLD,2026-02-06,True,15.132562499999999,15.49225,CUTOFF,2.376910718194632
TSLL.US,A_OLD,2026-02-09,True,15.617804999999999,15.962015000000001,CUTOFF,2.2039588789846087
TSLL.US,A_OLD,2026-02-10,False,16.5932925,16.55172,CUTOFF,-0.250537980934169
TSLL.US,A_OLD,2026-02-13,True,15.9529725,15.922035000000001,CUTOFF,-0.1939293758576874
TSLL.US,A_OLD,2026-02-18,True,15.667829999999999,15.422285,CUTOFF,-1.56719213828589
TSLL.US,A_OLD,2026-02-19,True,15.152572499999998,15.452270000000002,CUTOFF,1.9778654746578788
TSLL.US,A_OLD,2026-02-20,False,15.367679999999998,15.43228,CUTOFF,0.4203627352990316
TSLL.US,A_OLD,2026-02-24,True,14.757375,15.242375000000001,CUTOFF,3.2864923470468237
TSLL.US,A_OLD,2026-03-02,True,14.292142499999999,14.73263,CUTOFF,3.0820256655011766
TSLL.US,A_OLD,2026-03-04,True,14.737365,14.902545000000002,CUTOFF,1.120824516458683
TSLL.US,A_OLD,2026-03-05,True,14.8824375,14.477757500000001,STOP,-2.7191782260130375
TSLL.US,A_OLD,2026-03-06,True,14.317155,14.202895000000002,CUTOFF,-0.7980635817660564
TSLL.US,A_OLD,2026-03-09,False,13.936964999999999,14.342825000000001,CUTOFF,2.9121117833043444
TSLL.US,A_OLD,2026-03-11,True,15.22761,14.982505000000002,CUTOFF,-1.6096091244784887
TSLL.US,A_OLD,2026-03-17,True,14.18709,14.312840000000001,CUTOFF,0.8863692272340686
TSLL.US,A_OLD,2026-03-24,False,13.1255595,12.993500000000001,CUTOFF,-1.006124729387716
TSLL.US,A_OLD,2026-03-31,False,11.755875,12.203895000000001,TP,3.8110306548853354
TSLL.US,A_OLD,2026-04-01,True,12.64632,12.763615,CUTOFF,0.927503020641581
TSLL.US,A_OLD,2026-04-02,False,11.875934999999998,11.57421,STOP,-2.5406420631301674
TSLL.US,A_OLD,2026-04-09,False,10.42521,10.444775,CUTOFF,0.18767008050677209
TSLL.US,A_OLD,2026-04-13,True,10.70535,10.93453,TP,2.140798759498767
TSLL.US,A_OLD,2026-04-14,True,11.36568,11.534229999999999,CUTOFF,1.4829733020813518
TSLL.US,A_OLD,2026-04-15,False,11.7708825,12.448772500000002,TP,5.759041431260583
TSLL.US,A_OLD,2026-04-17,True,13.74687,13.89305,CUTOFF,1.063369334255733
TSLL.US,B_LIMIT,2024-11-22,False,21.325,22.5637125,TP,5.808733880422049
TSLL.US,B_LIMIT,2024-12-02,False,23.05,22.818585,CUTOFF,-1.0039696312364508
TSLL.US,B_LIMIT,2024-12-04,False,22.34,22.88855,CUTOFF,2.455461056401069
TSLL.US,B_LIMIT,2024-12-06,False,25.43,26.936524999999996,TP,5.924203696421535
TSLL.US,B_LIMIT,2024-12-11,False,30.22,31.964010000000002,CUTOFF,5.771045665122446
TSLL.US,B_LIMIT,2025-02-04,False,24.68,24.957515,CUTOFF,1.1244529983792588
TSLL.US,B_LIMIT,2025-02-19,False,20.82,20.719635,CUTOFF,-0.48206051873198863
TSLL.US,B_LIMIT,2025-03-14,False,9.279,9.215390000000001,CUTOFF,-0.6855264575924005
TSLL.US,B_LIMIT,2025-03-19,False,8.03,8.485755,TP,5.675653798256537
TSLL.US,B_LIMIT,2025-03-20,False,8.15,7.886055,STOP,-3.238588957055221
TSLL.US,B_LIMIT,2025-03-27,False,11.0,10.61469,CUTOFF,-3.5028181818181863
TSLL.US,B_LIMIT,2025-05-08,False,10.5,10.364815,CUTOFF,-1.2874761904761893
TSLL.US,B_LIMIT,2025-05-13,False,13.12,13.873059999999999,TP,5.739786585365851
TSLL.US,B_LIMIT,2025-05-14,False,15.09,15.242375000000001,CUTOFF,1.0097746852220082
TSLL.US,B_LIMIT,2025-05-21,False,15.08,14.754619000000002,STOP,-2.1576989389920316
TSLL.US,B_LIMIT,2025-05-23,False,14.41,14.472760000000001,CUTOFF,0.4355308813324137
TSLL.US,B_LIMIT,2025-06-06,False,11.02,10.554720000000001,STOP,-4.222141560798532
TSLL.US,B_LIMIT,2025-06-12,False,13.0,12.482755500000001,STOP,-3.9788038461538346
TSLL.US,B_LIMIT,2025-07-07,False,10.03,9.975010000000001,CUTOFF,-0.548255234297092
TSLL.US,B_LIMIT,2025-07-08,False,10.4,10.084955,STOP,-3.029278846153842
TSLL.US,B_LIMIT,2025-07-10,False,10.91,11.03448,CUTOFF,1.1409715857011928
TSLL.US,B_LIMIT,2025-07-18,False,12.17,12.3938,CUTOFF,1.8389482333607285
TSLL.US,B_LIMIT,2025-07-23,False,12.69,12.35382,STOP,-2.649172576832142
TSLL.US,B_LIMIT,2025-08-04,False,10.83,10.49475,STOP,-3.0955678670360136
TSLL.US,B_LIMIT,2025-08-05,False,10.788,10.69465,CUTOFF,-0.865313311086401
TSLL.US,B_LIMIT,2025-08-06,False,11.02,11.454270000000001,CUTOFF,3.9407441016334075
TSLL.US,B_LIMIT,2025-08-07,False,11.6,11.604195,EOD,0.03616379310345741
