ts,o,h,l,c,v
2026-07-02T14:40:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T14:45:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T14:50:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T14:55:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:00:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:05:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:10:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:15:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:20:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:25:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:30:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:35:00+00:00,4.05,4.05,4.05,4.05,0
2026-07-02T15:40:00+00:00,4.25,4.25,4.25,4.25,1
2026-07-02T15:45:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T15:50:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T15:55:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:00:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:05:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:10:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:15:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:20:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:25:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:30:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:35:00+00:00,4.25,4.25,4.25,4.25,0
2026-07-02T16:40:00+00:00,4.4,4.4,4.4,4.4,1
2026-07-02T16:45:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T16:50:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T16:55:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:00:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:05:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:10:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:15:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:20:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:25:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:30:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:35:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:40:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:45:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:50:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T17:55:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:00:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:05:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:10:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:15:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:20:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:25:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:30:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:35:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:40:00+00:00,4.4,4.4,4.4,4.4,0
2026-07-02T18:45:00+00:00,4.3,4.3,4.28,4.28,10
2026-07-02T18:50:00+00:00,4.28,4.28,4.28,4.28,0
2026-07-02T18:55:00+00:00,4.28,4.28,4.28,4.28,0
2026-07-02T19:00:00+00:00,4.28,4.28,4.28,4.28,0
2026-07-02T19:05:00+00:00,4.28,4.28,4.28,4.28,0
2026-07-02T19:10:00+00:00,4.19,4.19,4.19,4.19,14
2026-07-02T19:15:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:20:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:25:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:30:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:35:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:40:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:45:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:50:00+00:00,4.19,4.19,4.19,4.19,0
2026-07-02T19:55:00+00:00,4.19,4.19,4.19,4.19,0
